C.A.(DEG),VOL(CC),MEAN(B),CYL_1,CYL_2,CYL_3,CYL_4
161,430.55,4.42,4.165,4.406,4.178,4.931
162,431.35,4.373,4.109,4.343,4.122,4.918
163,432.1,4.309,4.052,4.292,4.067,4.827
164,432.8,4.227,3.994,4.234,4.009,4.67
165,433.47,4.14,3.939,4.168,3.95,4.505
166,434.09,4.068,3.878,4.109,3.892,4.394
167,434.66,4,3.816,4.051,3.827,4.308
168,435.2,3.928,3.754,3.989,3.763,4.206
169,435.69,3.856,3.689,3.927,3.702,4.104
170,436.14,3.795,3.629,3.873,3.645,4.034
171,436.54,3.743,3.574,3.818,3.586,3.992
172,436.91,3.689,3.521,3.759,3.53,3.947
173,437.23,3.638,3.467,3.708,3.47,3.909
174,437.51,3.591,3.409,3.65,3.413,3.893
175,437.74,3.546,3.35,3.591,3.355,3.89
176,437.93,3.501,3.303,3.53,3.297,3.874
177,438.08,3.451,3.25,3.478,3.243,3.833
178,438.19,3.39,3.196,3.424,3.186,3.752
179,438.25,3.324,3.14,3.366,3.135,3.656
180,438.28,3.271,3.087,3.311,3.084,3.602
181,438.25,3.237,3.04,3.257,3.039,3.612
182,438.19,3.216,2.995,3.209,2.99,3.67
183,438.08,3.193,2.952,3.165,2.942,3.713
184,437.93,3.163,2.913,3.129,2.905,3.706
185,437.74,3.127,2.87,3.081,2.868,3.688
186,437.51,3.087,2.826,3.039,2.831,3.652
187,437.23,3.041,2.784,2.993,2.795,3.59
188,436.91,2.99,2.738,2.95,2.757,3.516
189,436.54,2.946,2.7,2.902,2.724,3.457
190,436.14,2.89,2.661,2.857,2.697,3.344
191,435.69,2.813,2.627,2.822,2.665,3.139
192,435.2,2.73,2.594,2.789,2.639,2.898
193,434.66,2.66,2.562,2.748,2.609,2.721
194,434.09,2.6,2.525,2.701,2.577,2.595
195,433.47,2.55,2.491,2.664,2.544,2.502
196,432.8,2.517,2.455,2.625,2.505,2.485
197,432.1,2.494,2.425,2.584,2.475,2.49
198,431.35,2.486,2.404,2.549,2.446,2.544
199,430.55,2.483,2.379,2.515,2.415,2.622
200,429.72,2.474,2.353,2.492,2.383,2.669
201,428.84,2.465,2.323,2.468,2.352,2.717
202,427.92,2.446,2.294,2.444,2.319,2.728
203,426.96,2.412,2.264,2.417,2.29,2.675
204,425.95,2.38,2.234,2.395,2.265,2.627
205,424.9,2.355,2.21,2.37,2.237,2.604
206,423.8,2.329,2.186,2.343,2.203,2.585
207,422.67,2.309,2.168,2.322,2.176,2.57
208,421.49,2.281,2.143,2.299,2.154,2.53
209,420.26,2.243,2.118,2.273,2.13,2.452
210,419,2.216,2.09,2.253,2.109,2.41
211,417.69,2.189,2.065,2.228,2.083,2.379
212,416.33,2.177,2.044,2.196,2.061,2.406
213,414.94,2.169,2.021,2.167,2.039,2.448
214,413.5,2.151,2.001,2.145,2.016,2.444
215,412.02,2.127,1.985,2.123,1.996,2.403
216,410.49,2.091,1.969,2.103,1.969,2.324
217,408.92,2.068,1.948,2.079,1.946,2.299
218,407.31,2.043,1.923,2.052,1.924,2.271
219,405.66,2.019,1.91,2.026,1.897,2.243
220,403.96,1.995,1.889,2.008,1.876,2.207
221,402.22,1.978,1.867,1.988,1.857,2.2
222,400.43,1.964,1.854,1.967,1.834,2.198
223,398.61,1.957,1.855,1.951,1.819,2.204
224,396.74,1.932,1.821,1.936,1.796,2.174
225,394.83,1.919,1.803,1.919,1.769,2.185
226,392.87,1.923,1.797,1.9,1.757,2.237
227,390.88,1.92,1.767,1.881,1.744,2.289
228,388.84,1.916,1.752,1.871,1.723,2.317
229,386.76,1.907,1.746,1.858,1.715,2.309
230,384.63,1.882,1.735,1.839,1.693,2.262
231,382.47,1.856,1.719,1.825,1.68,2.199
232,380.26,1.823,1.704,1.808,1.66,2.12
233,378.01,1.791,1.691,1.794,1.653,2.027
234,375.72,1.758,1.676,1.781,1.641,1.932
235,373.39,1.724,1.663,1.773,1.628,1.834
236,371.02,1.695,1.65,1.762,1.62,1.75
237,368.61,1.66,1.638,1.741,1.601,1.661
238,366.16,1.63,1.633,1.726,1.595,1.564
239,363.66,1.603,1.626,1.714,1.586,1.488
240,361.13,1.581,1.617,1.706,1.572,1.43
241,358.56,1.561,1.608,1.7,1.565,1.37
242,355.95,1.537,1.597,1.69,1.549,1.311
243,353.3,1.51,1.588,1.672,1.537,1.241
244,350.61,1.49,1.584,1.662,1.532,1.18
245,347.89,1.478,1.572,1.664,1.523,1.152
246,345.12,1.48,1.566,1.655,1.516,1.184
247,342.32,1.499,1.565,1.65,1.512,1.269
248,339.49,1.525,1.561,1.652,1.508,1.378
249,336.61,1.542,1.559,1.64,1.501,1.468
250,333.71,1.558,1.552,1.622,1.49,1.568
251,330.76,1.574,1.549,1.599,1.475,1.673
252,327.79,1.589,1.54,1.588,1.471,1.756
253,324.77,1.597,1.538,1.586,1.47,1.794
254,321.73,1.603,1.535,1.59,1.466,1.821
255,318.65,1.605,1.535,1.595,1.463,1.826
256,315.54,1.603,1.534,1.599,1.459,1.823
257,312.4,1.599,1.535,1.596,1.448,1.818
258,309.23,1.595,1.539,1.577,1.448,1.814
259,306.03,1.589,1.534,1.569,1.428,1.824
260,302.8,1.595,1.534,1.573,1.434,1.838
261,299.54,1.596,1.533,1.575,1.431,1.847
262,296.26,1.6,1.538,1.575,1.432,1.857
263,292.94,1.604,1.537,1.579,1.446,1.856
264,289.61,1.599,1.542,1.58,1.44,1.834
265,286.24,1.588,1.551,1.573,1.432,1.798
266,282.86,1.582,1.551,1.569,1.439,1.77
267,279.45,1.579,1.547,1.581,1.434,1.755
268,276.02,1.581,1.546,1.592,1.443,1.743
269,272.56,1.584,1.555,1.599,1.459,1.725
270,269.09,1.579,1.557,1.608,1.452,1.7
271,265.6,1.58,1.566,1.615,1.457,1.68
272,262.09,1.577,1.567,1.618,1.459,1.666
273,258.57,1.577,1.567,1.623,1.461,1.659
274,255.03,1.581,1.568,1.633,1.469,1.654
275,251.47,1.585,1.57,1.646,1.485,1.64
276,247.9,1.589,1.58,1.655,1.493,1.629
277,244.32,1.594,1.586,1.658,1.497,1.636
278,240.73,1.601,1.587,1.658,1.501,1.657
279,237.12,1.606,1.593,1.66,1.492,1.677
280,233.51,1.616,1.596,1.667,1.513,1.689
281,229.9,1.619,1.601,1.668,1.511,1.697
282,226.27,1.63,1.609,1.67,1.516,1.723
283,222.65,1.646,1.62,1.677,1.527,1.761
284,219.01,1.656,1.618,1.687,1.522,1.796
285,215.38,1.667,1.621,1.698,1.53,1.82
286,211.75,1.681,1.627,1.708,1.543,1.846
287,208.12,1.692,1.638,1.709,1.548,1.872
288,204.49,1.703,1.643,1.708,1.55,1.91
289,200.86,1.721,1.65,1.715,1.556,1.962
290,197.24,1.739,1.648,1.724,1.565,2.02
291,193.62,1.761,1.654,1.736,1.57,2.083
292,190.02,1.786,1.662,1.742,1.572,2.17
293,186.42,1.813,1.666,1.751,1.583,2.254
294,182.83,1.836,1.67,1.757,1.593,2.324
295,179.26,1.847,1.677,1.763,1.604,2.346
296,175.7,1.848,1.683,1.773,1.611,2.326
297,172.16,1.842,1.69,1.777,1.614,2.285
298,168.63,1.831,1.692,1.784,1.626,2.221
299,165.12,1.815,1.692,1.793,1.639,2.135
300,161.63,1.802,1.693,1.803,1.645,2.065
301,158.16,1.795,1.7,1.81,1.649,2.022
302,154.72,1.785,1.698,1.811,1.65,1.981
303,151.3,1.774,1.699,1.798,1.654,1.943
304,147.9,1.76,1.7,1.797,1.66,1.885
305,144.53,1.76,1.696,1.812,1.666,1.865
306,141.19,1.775,1.701,1.817,1.667,1.913
307,137.89,1.792,1.698,1.814,1.67,1.986
308,134.61,1.8,1.695,1.803,1.664,2.037
309,131.37,1.798,1.694,1.802,1.657,2.039
310,128.16,1.805,1.699,1.81,1.66,2.05
311,124.99,1.804,1.695,1.801,1.663,2.058
312,121.85,1.797,1.689,1.789,1.66,2.048
313,118.76,1.788,1.676,1.78,1.663,2.032
314,115.7,1.773,1.662,1.78,1.657,1.993
315,112.69,1.77,1.66,1.78,1.657,1.984
316,109.72,1.761,1.645,1.776,1.643,1.979
317,106.8,1.754,1.644,1.76,1.635,1.977
318,103.92,1.758,1.637,1.758,1.639,2
319,101.09,1.759,1.631,1.747,1.617,2.041
320,98.3,1.766,1.625,1.737,1.61,2.093
321,95.57,1.764,1.601,1.724,1.595,2.136
322,92.89,1.757,1.581,1.706,1.581,2.16
323,90.26,1.746,1.568,1.693,1.576,2.148
324,87.69,1.73,1.554,1.684,1.559,2.121
325,85.17,1.713,1.538,1.666,1.545,2.102
326,82.71,1.692,1.525,1.646,1.527,2.069
327,80.31,1.662,1.505,1.63,1.511,2
328,77.96,1.626,1.491,1.611,1.492,1.91
329,75.67,1.594,1.472,1.596,1.465,1.843
330,73.45,1.566,1.447,1.577,1.444,1.798
331,71.29,1.544,1.423,1.555,1.429,1.769
332,69.19,1.521,1.398,1.534,1.412,1.741
333,67.15,1.505,1.378,1.512,1.395,1.736
334,65.18,1.492,1.357,1.484,1.37,1.758
335,63.28,1.479,1.337,1.454,1.349,1.777
336,61.44,1.464,1.319,1.426,1.324,1.787
337,59.67,1.443,1.296,1.392,1.29,1.792
338,57.97,1.435,1.269,1.368,1.273,1.829
339,56.34,1.434,1.244,1.34,1.252,1.902
340,54.78,1.436,1.224,1.316,1.232,1.972
341,53.29,1.433,1.209,1.287,1.215,2.02
342,51.87,1.419,1.189,1.27,1.182,2.034
343,50.53,1.413,1.176,1.252,1.176,2.049
344,49.26,1.398,1.152,1.232,1.153,2.054
345,48.06,1.377,1.134,1.209,1.127,2.037
346,46.93,1.356,1.114,1.194,1.118,1.998
347,45.89,1.331,1.101,1.174,1.096,1.952
348,44.91,1.301,1.079,1.147,1.081,1.895
349,44.02,1.271,1.065,1.125,1.067,1.826
350,43.2,1.239,1.058,1.106,1.038,1.756
351,42.45,1.215,1.041,1.091,1.036,1.694
352,41.79,1.178,1.023,1.079,1.021,1.59
353,41.2,1.137,1.004,1.063,1.004,1.478
354,40.69,1.108,0.987,1.046,0.994,1.406
355,40.26,1.089,0.976,1.022,0.974,1.385
356,39.9,1.074,0.959,1.001,0.965,1.373
357,39.63,1.054,0.948,0.984,0.949,1.336
358,39.43,1.045,0.937,0.972,0.937,1.336
359,39.31,1.063,0.923,0.957,0.927,1.446
