C.A.(DEG),VOL(CC),MEAN(B),CYL_1,CYL_2,CYL_3,CYL_4
-318,103.92,0.894,0.742,0.735,0.723,1.377
-317,106.8,0.905,0.742,0.734,0.724,1.422
-316,109.72,0.894,0.738,0.738,0.725,1.377
-315,112.69,0.882,0.74,0.735,0.719,1.334
-314,115.7,0.872,0.734,0.731,0.713,1.312
-313,118.76,0.887,0.738,0.727,0.708,1.374
-312,121.85,0.882,0.731,0.724,0.707,1.365
-311,124.99,0.859,0.736,0.723,0.701,1.278
-310,128.16,0.86,0.727,0.722,0.702,1.289
-309,131.37,0.882,0.732,0.721,0.699,1.376
-308,134.61,0.865,0.726,0.72,0.703,1.311
-307,137.89,0.842,0.729,0.716,0.698,1.225
-306,141.19,0.861,0.728,0.716,0.695,1.304
-305,144.53,0.868,0.728,0.713,0.69,1.341
-304,147.9,0.853,0.722,0.705,0.693,1.291
-303,151.3,0.828,0.715,0.702,0.685,1.211
-302,154.72,0.818,0.718,0.698,0.68,1.175
-301,158.16,0.82,0.714,0.697,0.676,1.194
-300,161.63,0.825,0.706,0.696,0.677,1.219
-299,165.12,0.824,0.701,0.689,0.672,1.234
-298,168.63,0.822,0.7,0.683,0.664,1.239
-297,172.16,0.825,0.693,0.684,0.657,1.269
-296,175.7,0.826,0.692,0.68,0.658,1.276
-295,179.26,0.824,0.69,0.674,0.653,1.28
-294,182.83,0.813,0.686,0.669,0.645,1.252
-293,186.42,0.804,0.685,0.668,0.64,1.221
-292,190.02,0.806,0.685,0.671,0.64,1.227
-291,193.62,0.806,0.682,0.672,0.643,1.228
-290,197.24,0.806,0.683,0.67,0.636,1.237
-289,200.86,0.815,0.689,0.672,0.632,1.266
-288,204.49,0.822,0.684,0.674,0.635,1.295
-287,208.12,0.828,0.683,0.675,0.638,1.316
-286,211.75,0.835,0.691,0.679,0.639,1.331
-285,215.38,0.836,0.689,0.685,0.641,1.329
-284,219.02,0.84,0.691,0.685,0.645,1.34
-283,222.65,0.843,0.69,0.69,0.648,1.343
-282,226.27,0.85,0.696,0.693,0.652,1.359
-281,229.9,0.857,0.696,0.699,0.658,1.376
-280,233.51,0.86,0.699,0.701,0.664,1.375
-279,237.12,0.855,0.704,0.702,0.668,1.348
-278,240.73,0.853,0.702,0.708,0.671,1.333
-277,244.32,0.853,0.708,0.712,0.672,1.321
-276,247.9,0.848,0.71,0.716,0.678,1.288
-275,251.47,0.836,0.711,0.719,0.678,1.237
-274,255.03,0.825,0.718,0.72,0.683,1.181
-273,258.57,0.817,0.723,0.728,0.685,1.131
-272,262.09,0.808,0.723,0.729,0.691,1.09
-271,265.6,0.804,0.726,0.731,0.697,1.06
-270,269.09,0.802,0.732,0.736,0.7,1.04
-269,272.57,0.804,0.74,0.743,0.704,1.029
-268,276.02,0.802,0.741,0.746,0.712,1.007
-267,279.45,0.797,0.744,0.754,0.715,0.974
-266,282.86,0.795,0.744,0.751,0.718,0.968
-265,286.24,0.808,0.753,0.754,0.725,0.999
-264,289.61,0.817,0.756,0.759,0.73,1.022
-263,292.95,0.828,0.76,0.763,0.736,1.054
-262,296.26,0.837,0.766,0.766,0.74,1.074
-261,299.54,0.842,0.772,0.767,0.744,1.084
-260,302.8,0.849,0.775,0.771,0.753,1.099
-259,306.03,0.858,0.777,0.777,0.76,1.118
-258,309.23,0.862,0.78,0.776,0.763,1.129
-257,312.4,0.87,0.783,0.78,0.769,1.146
-256,315.54,0.876,0.783,0.783,0.778,1.161
-255,318.65,0.88,0.791,0.782,0.783,1.162
-254,321.73,0.883,0.794,0.791,0.785,1.16
-253,324.77,0.885,0.798,0.797,0.792,1.151
-252,327.79,0.888,0.805,0.796,0.798,1.154
-251,330.76,0.894,0.81,0.799,0.8,1.165
-250,333.71,0.9,0.813,0.809,0.808,1.171
-249,336.61,0.906,0.821,0.81,0.814,1.18
-248,339.49,0.911,0.823,0.812,0.82,1.187
-247,342.32,0.903,0.827,0.82,0.821,1.143
-246,345.12,0.894,0.83,0.827,0.824,1.097
-245,347.89,0.892,0.835,0.833,0.829,1.071
-244,350.61,0.887,0.837,0.841,0.837,1.032
-243,353.3,0.888,0.841,0.848,0.842,1.02
-242,355.95,0.903,0.847,0.856,0.844,1.066
-241,358.56,0.917,0.856,0.863,0.853,1.099
-240,361.13,0.931,0.859,0.87,0.862,1.134
-239,363.66,0.955,0.867,0.875,0.866,1.21
-238,366.16,0.973,0.872,0.879,0.867,1.275
-237,368.61,0.999,0.876,0.89,0.87,1.358
-236,371.02,1.035,0.879,0.893,0.882,1.485
-235,373.39,1.063,0.884,0.897,0.884,1.585
-234,375.72,1.081,0.89,0.902,0.89,1.64
-233,378.01,1.095,0.898,0.908,0.896,1.679
-232,380.26,1.094,0.9,0.912,0.903,1.659
-231,382.47,1.082,0.9,0.919,0.911,1.6
-230,384.63,1.078,0.908,0.928,0.917,1.559
-229,386.76,1.071,0.916,0.932,0.92,1.517
-228,388.84,1.067,0.92,0.937,0.928,1.484
-227,390.88,1.069,0.928,0.939,0.933,1.476
-226,392.87,1.076,0.932,0.945,0.938,1.489
-225,394.83,1.086,0.94,0.955,0.944,1.504
-224,396.74,1.092,0.946,0.959,0.952,1.512
-223,398.61,1.1,0.956,0.965,0.957,1.521
-222,400.43,1.104,0.956,0.969,0.962,1.53
-221,402.22,1.111,0.965,0.978,0.97,1.531
-220,403.96,1.113,0.972,0.986,0.978,1.515
-219,405.66,1.112,0.979,0.993,0.985,1.492
-218,407.31,1.111,0.986,0.998,0.991,1.47
-217,408.92,1.114,0.995,1.005,0.998,1.459
-216,410.49,1.121,0.995,1.015,1.006,1.47
-215,412.02,1.131,1.002,1.02,1.014,1.487
-214,413.5,1.143,1.011,1.025,1.018,1.519
-213,414.94,1.163,1.018,1.035,1.027,1.573
-212,416.33,1.176,1.025,1.042,1.033,1.606
-211,417.69,1.188,1.031,1.045,1.043,1.633
-210,419,1.201,1.039,1.051,1.046,1.666
-209,420.26,1.213,1.047,1.055,1.053,1.695
-208,421.49,1.223,1.052,1.063,1.061,1.716
-207,422.67,1.229,1.056,1.068,1.065,1.725
-206,423.8,1.23,1.061,1.079,1.07,1.71
-205,424.9,1.231,1.068,1.083,1.078,1.695
-204,425.95,1.229,1.076,1.09,1.086,1.665
-203,426.96,1.223,1.08,1.098,1.088,1.627
-202,427.92,1.226,1.086,1.1,1.096,1.622
-201,428.84,1.234,1.095,1.106,1.104,1.631
-200,429.72,1.243,1.102,1.109,1.112,1.65
-199,430.55,1.258,1.104,1.116,1.118,1.693
-198,431.35,1.27,1.113,1.123,1.122,1.723
-197,432.1,1.276,1.118,1.131,1.122,1.732
-196,432.8,1.283,1.119,1.129,1.127,1.758
-195,433.47,1.287,1.119,1.135,1.131,1.764
-194,434.09,1.29,1.134,1.141,1.134,1.75
-193,434.66,1.293,1.135,1.148,1.14,1.748
-192,435.2,1.298,1.14,1.153,1.15,1.748
-191,435.69,1.302,1.149,1.158,1.154,1.746
-190,436.14,1.307,1.153,1.165,1.155,1.754
-189,436.54,1.315,1.158,1.172,1.159,1.772
-188,436.91,1.321,1.168,1.177,1.162,1.777
-187,437.23,1.327,1.171,1.184,1.168,1.783
-186,437.51,1.33,1.179,1.187,1.171,1.783
-185,437.74,1.335,1.19,1.193,1.176,1.782
-184,437.93,1.339,1.195,1.198,1.181,1.782
-183,438.08,1.341,1.202,1.201,1.182,1.78
-182,438.19,1.344,1.21,1.204,1.187,1.775
-181,438.25,1.347,1.215,1.211,1.193,1.77
-180,438.28,1.356,1.223,1.215,1.201,1.786
-179,438.25,1.358,1.227,1.22,1.2,1.785
-178,438.19,1.363,1.234,1.223,1.201,1.794
-177,438.08,1.37,1.245,1.231,1.204,1.799
-176,437.93,1.377,1.254,1.235,1.213,1.808
-175,437.74,1.377,1.256,1.241,1.212,1.801
-174,437.51,1.374,1.262,1.243,1.214,1.777
-173,437.23,1.368,1.267,1.249,1.215,1.739
-172,436.91,1.364,1.28,1.253,1.222,1.701
-171,436.54,1.353,1.288,1.251,1.224,1.65
-170,436.14,1.34,1.289,1.254,1.227,1.591
-169,435.69,1.337,1.296,1.262,1.231,1.56
-168,435.2,1.346,1.309,1.266,1.242,1.567
-167,434.66,1.354,1.314,1.267,1.247,1.587
-166,434.09,1.36,1.319,1.267,1.249,1.606
-165,433.47,1.369,1.325,1.276,1.25,1.627
-164,432.8,1.372,1.333,1.279,1.256,1.619
-163,432.1,1.371,1.341,1.28,1.259,1.605
-162,431.35,1.37,1.346,1.286,1.261,1.587
-161,430.55,1.369,1.351,1.293,1.264,1.57
-160,429.72,1.376,1.359,1.295,1.273,1.576
-159,428.84,1.385,1.359,1.296,1.278,1.606
-158,427.92,1.398,1.362,1.298,1.277,1.653
-157,426.96,1.411,1.363,1.305,1.279,1.696
-156,425.95,1.424,1.367,1.308,1.286,1.736
-155,424.9,1.433,1.372,1.305,1.29,1.766
-154,423.8,1.442,1.376,1.31,1.291,1.792
-153,422.67,1.452,1.377,1.319,1.302,1.81
-152,421.49,1.463,1.384,1.324,1.31,1.833
-151,420.26,1.472,1.389,1.324,1.318,1.857
-150,419,1.479,1.389,1.33,1.32,1.878
-149,417.69,1.483,1.39,1.336,1.325,1.882
-148,416.33,1.488,1.395,1.338,1.335,1.884
-147,414.94,1.492,1.407,1.339,1.338,1.885
-146,413.5,1.491,1.404,1.344,1.343,1.873
-145,412.02,1.491,1.404,1.352,1.349,1.859
-144,410.49,1.495,1.407,1.357,1.355,1.859
-143,408.92,1.492,1.412,1.357,1.36,1.837
-142,407.31,1.492,1.414,1.358,1.365,1.829
-141,405.66,1.499,1.417,1.371,1.379,1.829
-140,403.96,1.501,1.425,1.378,1.391,1.811
-139,402.22,1.506,1.429,1.379,1.4,1.814
-138,400.43,1.514,1.434,1.392,1.405,1.823
-137,398.61,1.518,1.441,1.403,1.412,1.815
-136,396.74,1.526,1.45,1.414,1.42,1.821
-135,394.83,1.531,1.467,1.421,1.432,1.803
-134,392.87,1.533,1.465,1.427,1.437,1.801
-133,390.88,1.54,1.469,1.437,1.445,1.807
-132,388.84,1.549,1.483,1.444,1.456,1.812
-131,386.76,1.562,1.492,1.453,1.465,1.837
-130,384.63,1.564,1.499,1.465,1.479,1.815
-129,382.47,1.578,1.51,1.478,1.497,1.827
-128,380.26,1.602,1.521,1.494,1.508,1.884
-127,378.01,1.601,1.534,1.505,1.522,1.844
-126,375.72,1.611,1.546,1.515,1.533,1.851
-125,373.39,1.633,1.558,1.526,1.562,1.886
-124,371.02,1.664,1.571,1.537,1.584,1.964
-123,368.61,1.683,1.585,1.551,1.588,2.008
-122,366.16,1.699,1.599,1.565,1.599,2.034
-121,363.66,1.726,1.612,1.584,1.62,2.088
-120,361.13,1.753,1.628,1.597,1.636,2.151
-119,358.56,1.769,1.644,1.614,1.659,2.158
-118,355.95,1.764,1.657,1.632,1.667,2.101
-117,353.3,1.76,1.673,1.648,1.697,2.023
-116,350.61,1.765,1.693,1.666,1.709,1.992
-115,347.89,1.781,1.714,1.695,1.731,1.985
-114,345.12,1.806,1.731,1.721,1.748,2.026
-113,342.32,1.832,1.754,1.752,1.768,2.054
-112,339.49,1.829,1.775,1.738,1.789,2.014
-111,336.61,1.836,1.793,1.778,1.802,1.971
-110,333.71,1.846,1.812,1.807,1.815,1.948
-109,330.76,1.865,1.826,1.822,1.837,1.976
-108,327.79,1.899,1.859,1.856,1.868,2.016
-107,324.77,1.926,1.88,1.871,1.886,2.066
-106,321.73,1.952,1.913,1.889,1.912,2.092
-105,318.65,1.972,1.934,1.911,1.936,2.108
-104,315.54,1.99,1.962,1.939,1.959,2.1
-103,312.4,2.008,1.982,1.966,1.976,2.109
-102,309.23,2.04,2.009,1.992,2.01,2.148
-101,306.03,2.076,2.033,2.017,2.039,2.214
-100,302.8,2.117,2.072,2.047,2.071,2.277
-99,299.54,2.152,2.104,2.078,2.096,2.329
-98,296.26,2.186,2.131,2.111,2.127,2.374
-97,292.95,2.224,2.165,2.141,2.161,2.429
-96,289.61,2.265,2.202,2.165,2.195,2.5
-95,286.24,2.31,2.235,2.202,2.227,2.574
-94,282.86,2.35,2.27,2.242,2.27,2.618
-93,279.45,2.387,2.307,2.279,2.308,2.652
-92,276.02,2.426,2.344,2.323,2.349,2.688
-91,272.57,2.465,2.38,2.361,2.387,2.734
-90,269.09,2.511,2.424,2.406,2.43,2.782
-89,265.6,2.555,2.468,2.452,2.473,2.828
-88,262.09,2.597,2.516,2.495,2.517,2.86
-87,258.57,2.632,2.55,2.53,2.558,2.89
-86,255.03,2.674,2.589,2.577,2.603,2.925
-85,251.47,2.722,2.64,2.627,2.658,2.963
-84,247.9,2.775,2.696,2.682,2.708,3.013
-83,244.32,2.827,2.752,2.73,2.759,3.067
-82,240.73,2.88,2.804,2.783,2.81,3.125
-81,237.12,2.936,2.855,2.836,2.868,3.186
-80,233.51,2.997,2.908,2.893,2.926,3.261
-79,229.9,3.068,2.972,2.951,2.988,3.359
-78,226.27,3.145,3.037,3.02,3.053,3.47
-77,222.65,3.22,3.109,3.087,3.119,3.566
-76,219.02,3.282,3.178,3.151,3.184,3.615
-75,215.38,3.343,3.242,3.221,3.249,3.661
-74,211.75,3.41,3.311,3.289,3.316,3.726
-73,208.12,3.491,3.388,3.364,3.395,3.819
-72,204.49,3.584,3.478,3.449,3.477,3.933
-71,200.86,3.677,3.559,3.533,3.554,4.064
-70,197.24,3.761,3.642,3.612,3.632,4.157
-69,193.62,3.843,3.718,3.695,3.725,4.235
-68,190.02,3.937,3.818,3.786,3.821,4.323
-67,186.42,4.039,3.929,3.884,3.923,4.419
-66,182.83,4.145,4.041,3.988,4.031,4.522
-65,179.26,4.252,4.145,4.096,4.138,4.63
-64,175.7,4.356,4.245,4.201,4.253,4.723
-63,172.16,4.469,4.361,4.32,4.37,4.826
-62,168.63,4.595,4.49,4.442,4.492,4.956
-61,165.12,4.719,4.618,4.567,4.616,5.075
-60,161.63,4.843,4.739,4.688,4.746,5.198
-59,158.16,4.975,4.873,4.823,4.883,5.321
-58,154.72,5.11,5.025,4.969,5.028,5.419
-57,151.3,5.241,5.171,5.122,5.173,5.501
-56,147.9,5.379,5.318,5.267,5.323,5.606
-55,144.53,5.532,5.477,5.432,5.49,5.73
-54,141.19,5.701,5.657,5.608,5.659,5.878
-53,137.89,5.885,5.841,5.791,5.85,6.058
-52,134.61,6.071,6.019,5.972,6.032,6.26
-51,131.37,6.27,6.208,6.173,6.227,6.474
-50,128.16,6.481,6.421,6.373,6.426,6.704
-49,124.99,6.693,6.635,6.583,6.641,6.914
-48,121.85,6.909,6.853,6.803,6.869,7.113
-47,118.76,7.14,7.081,7.032,7.095,7.352
-46,115.7,7.408,7.338,7.287,7.347,7.66
-45,112.69,7.683,7.601,7.539,7.605,7.987
-44,109.72,7.942,7.847,7.796,7.869,8.254
-43,106.8,8.239,8.137,8.083,8.156,8.582
-42,103.92,8.548,8.434,8.376,8.437,8.946
-41,101.09,8.843,8.725,8.67,8.743,9.233
-40,98.3,9.167,9.045,8.992,9.068,9.561
-39,95.57,9.517,9.393,9.343,9.414,9.917
-38,92.89,9.88,9.747,9.705,9.767,10.3
-37,90.26,10.241,10.106,10.055,10.13,10.675
-36,87.69,10.62,10.481,10.441,10.526,11.033
-35,85.17,11.037,10.911,10.848,10.928,11.46
-34,82.71,11.444,11.316,11.266,11.348,11.845
-33,80.31,11.884,11.762,11.707,11.798,12.27
-32,77.96,12.331,12.214,12.166,12.264,12.679
-31,75.67,12.827,12.731,12.662,12.744,13.169
-30,73.45,13.289,13.191,13.137,13.23,13.599
-29,71.29,13.819,13.727,13.669,13.766,14.115
-28,69.19,14.35,14.263,14.2,14.297,14.641
-27,67.15,14.927,14.845,14.774,14.86,15.229
-26,65.18,15.479,15.379,15.322,15.428,15.788
-25,63.28,16.099,15.998,15.938,16.041,16.418
-24,61.44,16.717,16.618,16.556,16.653,17.042
-23,59.67,17.345,17.25,17.181,17.288,17.661
-22,57.97,17.971,17.877,17.815,17.937,18.254
-21,56.34,18.673,18.589,18.521,18.633,18.951
-20,54.78,19.328,19.253,19.175,19.302,19.579
-19,53.29,20.02,19.961,19.874,19.998,20.246
-18,51.87,20.721,20.653,20.583,20.707,20.939
-17,50.53,21.439,21.399,21.284,21.404,21.668
-16,49.26,22.123,22.088,21.98,22.115,22.308
-15,48.06,22.845,22.806,22.693,22.831,23.048
-14,46.93,23.563,23.543,23.41,23.55,23.749
-13,45.89,24.242,24.238,24.067,24.24,24.424
-12,44.91,24.948,24.942,24.756,24.961,25.131
-11,44.02,25.642,25.651,25.425,25.656,25.836
-10,43.2,26.319,26.345,26.064,26.327,26.541
-9,42.45,26.998,27.034,26.729,27.031,27.196
-8,41.79,27.694,27.769,27.382,27.708,27.917
-7,41.2,28.373,28.502,28.013,28.412,28.563
-6,40.69,29.099,29.296,28.681,29.157,29.263
-5,40.26,29.894,30.182,29.416,29.947,30.029
-4,39.9,30.724,31.108,30.176,30.809,30.802
-3,39.63,31.669,32.188,31.03,31.783,31.673
-2,39.43,32.763,33.424,32.042,32.896,32.691
-1,39.31,33.985,34.796,33.169,34.152,33.82
0,39.27,35.384,36.363,34.484,35.6,35.088
1,39.31,36.987,38.116,36.013,37.234,36.586
2,39.43,38.748,40.008,37.709,39.059,38.217
3,39.63,40.7,42.069,39.603,41.085,40.042
4,39.9,42.809,44.244,41.672,43.276,42.045
5,40.26,45.009,46.473,43.848,45.59,44.125
6,40.69,47.297,48.766,46.121,48.01,46.291
7,41.2,49.626,51.078,48.441,50.48,48.504
8,41.79,51.956,53.385,50.785,52.959,50.696
9,42.45,54.24,55.642,53.094,55.394,52.83
10,43.2,56.424,57.799,55.314,57.738,54.845
11,44.02,58.47,59.797,57.392,59.938,56.754
12,44.91,60.341,61.617,59.289,61.951,58.508
13,45.89,61.997,63.22,60.954,63.719,60.096
14,46.93,63.402,64.546,62.365,65.218,61.477
15,48.06,64.544,65.605,63.501,66.44,62.63
16,49.26,65.376,66.332,64.348,67.289,63.535
17,50.53,65.911,66.735,64.889,67.836,64.186
18,51.87,66.123,66.843,65.128,67.996,64.526
19,53.29,66.038,66.643,65.092,67.797,64.619
20,54.78,65.661,66.171,64.764,67.311,64.4
21,56.34,64.982,65.41,64.158,66.447,63.912
22,57.97,64.08,64.444,63.314,65.345,63.216
23,59.67,62.959,63.292,62.221,64.041,62.284
24,61.44,61.658,61.937,60.999,62.541,61.156
25,63.28,60.22,60.465,59.61,60.972,59.835
26,65.18,58.658,58.884,58.125,59.203,58.421
27,67.15,57.046,57.202,56.549,57.489,56.942
28,69.19,55.392,55.558,54.927,55.679,55.406
29,71.29,53.721,53.825,53.297,53.901,53.861
30,73.45,52.041,52.134,51.624,52.12,52.286
31,75.67,50.37,50.418,49.987,50.337,50.738
32,77.96,48.715,48.752,48.327,48.63,49.152
33,80.31,47.077,47.104,46.731,46.904,47.569
34,82.71,45.483,45.496,45.139,45.286,46.011
35,85.17,43.912,43.948,43.591,43.646,44.462
36,87.69,42.405,42.43,42.108,42.133,42.95
37,90.26,40.926,40.989,40.65,40.601,41.464
38,92.89,39.515,39.567,39.254,39.183,40.057
39,95.57,38.148,38.221,37.878,37.798,38.696
40,98.3,36.834,36.899,36.59,36.449,37.4
41,101.09,35.57,35.654,35.323,35.169,36.135
42,103.92,34.357,34.432,34.128,33.914,34.954
43,106.8,33.203,33.273,32.956,32.768,33.813
44,109.72,32.075,32.155,31.844,31.591,32.71
45,112.69,31.01,31.075,30.783,30.527,31.655
46,115.7,29.978,30.054,29.755,29.464,30.641
47,118.76,29.007,29.055,28.782,28.5,29.69
48,121.85,28.065,28.123,27.84,27.536,28.763
49,124.99,27.161,27.197,26.95,26.622,27.873
50,128.16,26.295,26.332,26.083,25.759,27.007
51,131.37,25.463,25.489,25.267,24.918,26.177
52,134.61,24.671,24.701,24.476,24.136,25.373
53,137.89,23.908,23.931,23.733,23.358,24.61
54,141.19,23.179,23.198,23.004,22.652,23.862
55,144.53,22.48,22.506,22.313,21.938,23.163
56,147.9,21.813,21.834,21.656,21.288,22.473
57,151.3,21.166,21.195,21.024,20.624,21.821
58,154.72,20.549,20.572,20.419,20.02,21.185
59,158.16,19.953,19.994,19.834,19.407,20.58
60,161.63,19.384,19.424,19.282,18.853,19.977
61,165.12,18.839,18.882,18.752,18.291,19.432
62,168.63,18.324,18.356,18.244,17.785,18.911
63,172.16,17.826,17.86,17.744,17.272,18.43
64,175.7,17.354,17.369,17.279,16.81,17.959
65,179.26,16.905,16.911,16.833,16.34,17.534
66,182.83,16.476,16.468,16.405,15.913,17.119
67,186.42,16.063,16.044,15.993,15.49,16.725
68,190.02,15.668,15.636,15.595,15.098,16.344
69,193.62,15.293,15.249,15.222,14.721,15.978
70,197.24,14.92,14.878,14.853,14.349,15.599
71,200.86,14.566,14.519,14.503,14.006,15.237
72,204.49,14.219,14.178,14.168,13.666,14.863
73,208.12,13.886,13.842,13.849,13.349,14.504
74,211.75,13.571,13.532,13.543,13.04,14.17
75,215.38,13.27,13.227,13.243,12.742,13.867
76,219.02,12.984,12.936,12.96,12.455,13.586
77,222.65,12.708,12.653,12.683,12.178,13.316
78,226.27,12.44,12.379,12.414,11.914,13.053
79,229.9,12.188,12.121,12.159,11.664,12.808
80,233.51,11.943,11.871,11.92,11.414,12.565
81,237.12,11.705,11.624,11.681,11.183,12.332
82,240.73,11.473,11.395,11.453,10.954,12.091
83,244.32,11.251,11.172,11.237,10.734,11.86
84,247.9,11.035,10.954,11.025,10.523,11.637
85,251.47,10.829,10.74,10.82,10.323,11.432
86,255.03,10.633,10.541,10.623,10.126,11.241
87,258.57,10.444,10.353,10.432,9.939,11.051
88,262.09,10.261,10.169,10.252,9.758,10.867
89,265.6,10.084,9.991,10.077,9.585,10.684
90,269.09,9.914,9.82,9.905,9.416,10.516
91,272.57,9.756,9.654,9.74,9.249,10.38
92,276.02,9.601,9.497,9.582,9.092,10.235
93,279.45,9.458,9.339,9.425,8.935,10.13
94,282.86,9.313,9.185,9.273,8.789,10.004
95,286.24,9.161,9.039,9.123,8.651,9.831
96,289.61,9.013,8.899,8.983,8.513,9.658
97,292.95,8.871,8.763,8.846,8.377,9.5
98,296.26,8.735,8.628,8.715,8.252,9.343
99,299.54,8.604,8.502,8.59,8.141,9.183
100,302.8,8.481,8.381,8.47,8.021,9.053
101,306.03,8.364,8.262,8.354,7.903,8.937
102,309.23,8.242,8.142,8.244,7.794,8.79
103,312.4,8.127,8.036,8.14,7.684,8.647
104,315.54,8.029,7.937,8.036,7.578,8.567
105,318.65,7.922,7.835,7.931,7.472,8.451
106,321.73,7.807,7.731,7.836,7.374,8.287
107,324.77,7.705,7.636,7.739,7.278,8.165
108,327.79,7.61,7.541,7.647,7.189,8.061
109,330.76,7.504,7.44,7.552,7.096,7.927
110,333.71,7.413,7.351,7.463,7.007,7.832
111,336.61,7.326,7.259,7.372,6.923,7.752
112,339.49,7.246,7.169,7.289,6.84,7.687
113,342.32,7.17,7.087,7.21,6.758,7.626
114,345.12,7.098,7.003,7.127,6.68,7.582
115,347.89,7.03,6.926,7.053,6.603,7.537
116,350.61,6.967,6.85,6.978,6.534,7.506
117,353.3,6.911,6.774,6.904,6.47,7.495
118,355.95,6.846,6.698,6.832,6.397,7.458
119,358.56,6.784,6.63,6.762,6.333,7.412
120,361.13,6.717,6.559,6.695,6.263,7.35
121,363.66,6.652,6.488,6.632,6.198,7.291
122,366.16,6.589,6.423,6.566,6.133,7.234
123,368.61,6.524,6.361,6.499,6.07,7.166
124,371.02,6.462,6.297,6.441,6.012,7.098
125,373.39,6.401,6.235,6.381,5.954,7.035
126,375.72,6.345,6.176,6.323,5.897,6.983
127,378.01,6.288,6.117,6.265,5.845,6.923
128,380.26,6.236,6.064,6.214,5.793,6.872
129,382.47,6.186,6.006,6.155,5.74,6.844
130,384.63,6.137,5.947,6.102,5.684,6.816
131,386.76,6.089,5.896,6.049,5.633,6.777
132,388.84,6.035,5.839,5.994,5.573,6.735
133,390.88,5.981,5.779,5.937,5.526,6.685
134,392.87,5.926,5.721,5.885,5.475,6.624
135,394.83,5.86,5.664,5.826,5.418,6.533
136,396.74,5.794,5.605,5.774,5.367,6.431
137,398.61,5.723,5.544,5.712,5.314,6.324
138,400.43,5.652,5.477,5.651,5.257,6.222
139,402.22,5.591,5.417,5.591,5.202,6.152
140,403.96,5.533,5.36,5.535,5.145,6.09
141,405.66,5.47,5.298,5.477,5.085,6.021
142,407.31,5.409,5.235,5.413,5.031,5.956
143,408.92,5.347,5.173,5.352,4.968,5.893
144,410.49,5.283,5.107,5.286,4.91,5.831
145,412.02,5.216,5.036,5.223,4.845,5.762
146,413.5,5.153,4.97,5.153,4.778,5.713
147,414.94,5.09,4.9,5.086,4.711,5.664
148,416.33,5.021,4.827,5.018,4.644,5.597
149,417.69,4.957,4.755,4.946,4.574,5.553
150,419,4.889,4.68,4.87,4.503,5.502
151,420.26,4.811,4.609,4.798,4.433,5.405
152,421.49,4.735,4.535,4.724,4.356,5.325
153,422.67,4.656,4.454,4.648,4.283,5.237
154,423.8,4.567,4.378,4.571,4.203,5.116
155,424.9,4.482,4.303,4.493,4.127,5.005
156,425.95,4.4,4.224,4.418,4.046,4.912
157,426.96,4.312,4.141,4.338,3.964,4.805
158,427.92,4.225,4.057,4.258,3.88,4.704
159,428.84,4.145,3.976,4.174,3.8,4.63
160,429.72,4.059,3.888,4.094,3.718,4.536
