C.A.(DEG),VOL(CC),MEAN(B),CYL_1,CYL_2,CYL_3,CYL_4,,,,,
-278,240.73,1.089,1.012,1.038   1,0.014,1.293,,,,,
-277,244.32,1.101,1.016,1.039   1,0.019,1.33,,,,,
-276,247.9,1.105,1.018,1.042   1,0.02,1.341,,,,,
-275,251.47,1.109,1.022,1.046   1,0.023,1.346,,,,,
-274,255.03,1.114,1.028,1.046   1,0.024,1.357,,,,,
-273,258.57,1.118,1.026,1.047   1,0.028,1.369,,,,,
-272,262.09,1.123,1.03,1.051   1,0.027,1.383,,,,,
-271,265.6,1.128,1.031,1.052   1,0.03,1.398,,,,,
-270,269.09,1.13,1.031,1.051   1,0.031,1.407,,,,,
-269,272.57,1.133,1.03,1.051   1,0.032,1.42,,,,,
-268,276.02,1.137,1.034,1.050   1,0.031,1.434,,,,,
-267,279.45,1.138,1.032,1.049   1,0.031,1.44,,,,,
-266,282.86,1.139,1.031,1.048   1,0.033,1.446,,,,,
-265,286.24,1.142,1.033,1.049   1,0.031,1.454,,,,,
-264,289.61,1.144,1.03,1.047   1,0.031,1.467,,,,,
-263,292.95,1.143,1.028,1.046   1,0.029,1.469,,,,,
-262,296.26,1.145,1.03,1.046   1,0.029,1.474,,,,,
-261,299.54,1.145,1.03,1.044   1,0.028,1.478,,,,,
-260,302.8,1.147,1.028,1.044   1,0.027,1.488,,,,,
-259,306.03,1.147,1.026,1.041   1,0.029,1.492,,,,,
-258,309.23,1.145,1.032,1.039   1,0.024,1.486,,,,,
-257,312.4,1.139,1.027,1.037   1,0.025,1.468,,,,,
-256,315.54,1.136,1.027,1.035   1,0.024,1.457,,,,,
-255,318.65,1.136,1.031,1.036   1,0.023,1.454,,,,,
-254,321.73,1.135,1.029,1.033   1,0.024,1.456,,,,,
-253,324.77,1.135,1.026,1.032   1,0.022,1.461,,,,,
-252,327.79,1.138,1.027,1.031   1,0.021,1.473,,,,,
-251,330.76,1.14,1.028,1.029   1,0.019,1.483,,,,,
-250,333.71,1.138,1.026,1.027   1,0.019,1.478,,,,,
-249,336.61,1.139,1.027,1.028   1,0.017,1.481,,,,,
-248,339.49,1.138,1.027,1.027   1,0.018,1.48,,,,,
-247,342.32,1.136,1.024,1.025   1,0.017,1.477,,,,,
-246,345.12,1.136,1.025,1.024   1,0.018,1.478,,,,,
-245,347.89,1.136,1.026,1.026   1,0.015,1.478,,,,,
-244,350.61,1.133,1.021,1.022   1,0.015,1.475,,,,,
-243,353.3,1.133,1.022,1.024   1,0.017,1.468,,,,,
-242,355.95,1.13,1.026,1.024   1,0.016,1.456,,,,,
-241,358.56,1.128,1.023,1.025   1,0.017,1.445,,,,,
-240,361.13,1.124,1.022,1.025   1,0.018,1.434,,,,,
-239,363.66,1.125,1.026,1.024   1,0.016,1.432,,,,,
-238,366.16,1.127,1.027,1.026   1,0.019,1.438,,,,,
-237,368.61,1.129,1.024,1.027   1,0.02,1.446,,,,,
-236,371.02,1.134,1.028,1.026   1,0.024,1.459,,,,,
-235,373.39,1.137,1.031,1.031   1,0.024,1.462,,,,,
-234,375.72,1.137,1.03,1.033   1,0.024,1.462,,,,,
-233,378.01,1.139,1.033,1.032   1,0.027,1.462,,,,,
-232,380.26,1.14,1.035,1.034   1,0.028,1.463,,,,,
-231,382.47,1.144,1.036,1.037   1,0.033,1.469,,,,,
-230,384.63,1.146,1.038,1.038   1,0.033,1.475,,,,,
-229,386.76,1.149,1.042,1.041   1,0.036,1.475,,,,,
-228,388.84,1.149,1.045,1.041   1,0.036,1.475,,,,,
-227,390.88,1.151,1.045,1.044   1,0.039,1.476,,,,,
-226,392.87,1.152,1.049,1.045   1,0.042,1.473,,,,,
-225,394.83,1.152,1.051,1.046   1,0.042,1.469,,,,,
-224,396.74,1.153,1.052,1.050   1,0.046,1.464,,,,,
-223,398.61,1.152,1.052,1.051   1,0.048,1.455,,,,,
-222,400.43,1.152,1.055,1.052   1,0.05,1.45,,,,,
-221,402.22,1.154,1.058,1.056   1,0.053,1.45,,,,,
-220,403.96,1.156,1.058,1.057   1,0.055,1.452,,,,,
-219,405.66,1.16,1.063,1.061   1,0.057,1.458,,,,,
-218,407.31,1.162,1.066,1.060   1,0.058,1.465,,,,,
-217,408.92,1.165,1.067,1.064   1,0.061,1.467,,,,,
-216,410.49,1.169,1.07,1.070   1,0.064,1.47,,,,,
-215,412.02,1.174,1.076,1.070   1,0.069,1.479,,,,,
-214,413.5,1.178,1.078,1.073   1,0.07,1.49,,,,,
-213,414.94,1.182,1.078,1.075   1,0.072,1.502,,,,,
-212,416.33,1.187,1.085,1.079   1,0.072,1.51,,,,,
-211,417.69,1.192,1.088,1.081   1,0.077,1.524,,,,,
-210,419,1.197,1.089,1.083   1,0.08,1.536,,,,,
-209,420.26,1.203,1.096,1.088   1,0.085,1.545,,,,,
-208,421.49,1.207,1.099,1.089   1,0.087,1.554,,,,,
-207,422.67,1.211,1.099,1.091   1,0.091,1.564,,,,,
-206,423.8,1.214,1.1,1.094   1,0.092,1.571,,,,,
-205,424.9,1.218,1.109,1.097   1,0.094,1.571,,,,,
-204,425.95,1.216,1.111,1.098   1,0.095,1.561,,,,,
-203,426.96,1.215,1.11,1.099   1,0.097,1.556,,,,,
-202,427.92,1.219,1.114,1.100   1,0.098,1.562,,,,,
-201,428.84,1.219,1.116,1.102   1,0.1,1.558,,,,,
-200,429.72,1.216,1.115,1.103   1,0.101,1.546,,,,,
-199,430.55,1.216,1.116,1.104   1,0.1,1.542,,,,,
-198,431.35,1.217,1.12,1.105   1,0.103,1.54,,,,,
-197,432.1,1.217,1.121,1.109   1,0.103,1.536,,,,,
-196,432.8,1.214,1.121,1.106   1,0.105,1.524,,,,,
-195,433.47,1.211,1.123,1.108   1,0.106,1.508,,,,,
-194,434.09,1.211,1.128,1.110   1,0.106,1.5,,,,,
-193,434.66,1.208,1.127,1.109   1,0.105,1.49,,,,,
-192,435.2,1.204,1.126,1.110   1,0.107,1.473,,,,,
-191,435.69,1.201,1.127,1.110   1,0.106,1.459,,,,,
-190,436.14,1.198,1.129,1.108   1,0.108,1.446,,,,,
-189,436.54,1.194,1.128,1.106   1,0.107,1.435,,,,,
-188,436.91,1.193,1.129,1.106   1,0.107,1.43,,,,,
-187,437.23,1.193,1.132,1.108   1,0.109,1.423,,,,,
-186,437.51,1.189,1.131,1.108   1,0.102,1.414,,,,,
-185,437.74,1.184,1.122,1.099   1,0.102,1.412,,,,,
-184,437.93,1.182,1.124,1.098   1,0.103,1.403,,,,,
-183,438.08,1.181,1.127,1.099   1,0.103,1.396,,,,,
-182,438.19,1.18,1.124,1.098   1,0.103,1.397,,,,,
-181,438.25,1.175,1.119,1.090   1,0.1,1.392,,,,,
-180,438.28,1.176,1.122,1.091   1,0.098,1.392,,,,,
-179,438.25,1.167,1.12,1.087   1,0.094,1.366,,,,,
-178,438.19,1.164,1.116,1.086   1,0.093,1.362,,,,,
-177,438.08,1.169,1.117,1.087   1,0.094,1.38,,,,,
-176,437.93,1.162,1.118,1.089   1,0.091,1.348,,,,,
-175,437.74,1.156,1.113,1.087   1,0.089,1.334,,,,,
-174,437.51,1.156,1.115,1.084   1,0.093,1.333,,,,,
-173,437.23,1.154,1.117,1.082   1,0.091,1.327,,,,,
-172,436.91,1.157,1.119,1.085   1,0.087,1.337,,,,,
-171,436.54,1.157,1.117,1.083   1,0.086,1.34,,,,,
-170,436.14,1.156,1.117,1.080   1,0.089,1.339,,,,,
-169,435.69,1.156,1.122,1.085   1,0.087,1.332,,,,,
-168,435.2,1.16,1.122,1.088   1,0.087,1.344,,,,,
-167,434.66,1.155,1.122,1.084   1,0.086,1.329,,,,,
-166,434.09,1.149,1.123,1.080   1,0.086,1.309,,,,,
-165,433.47,1.15,1.128,1.086   1,0.086,1.301,,,,,
-164,432.8,1.144,1.126,1.088   1,0.083,1.28,,,,,
-163,432.1,1.143,1.129,1.084   1,0.084,1.275,,,,,
-162,431.35,1.143,1.131,1.086   1,0.087,1.267,,,,,
-161,430.55,1.145,1.135,1.092   1,0.088,1.263,,,,,
-160,429.72,1.146,1.136,1.095   1,0.089,1.265,,,,,
-159,428.84,1.148,1.141,1.091   1,0.092,1.265,,,,,
-158,427.92,1.152,1.144,1.098   1,0.094,1.271,,,,,
-157,426.96,1.154,1.147,1.105   1,0.098,1.266,,,,,
-156,425.95,1.153,1.146,1.104   1,0.1,1.261,,,,,
-155,424.9,1.158,1.152,1.106   1,0.106,1.266,,,,,
-154,423.8,1.163,1.157,1.116   1,0.11,1.271,,,,,
-153,422.67,1.168,1.156,1.119   1,0.116,1.28,,,,,
-152,421.49,1.17,1.159,1.119   1,0.12,1.28,,,,,
-151,420.26,1.163,1.164,1.120   1,0.123,1.244,,,,,
-150,419,1.15,1.164,1.130   1,0.128,1.178,,,,,
-149,417.69,1.134,1.166,1.130   1,0.132,1.11,,,,,
-148,416.33,1.122,1.169,1.131   1,0.138,1.048,,,,,
-147,414.94,1.114,1.173,1.138   1,0.141,1.004,,,,,
-146,413.5,1.111,1.174,1.147   1,0.148,0.974,,,,,
-145,412.02,1.111,1.18,1.144   1,0.153,0.968,,,,,
-144,410.49,1.117,1.184,1.149   1,0.159,0.975,,,,,
-143,408.92,1.129,1.188,1.157   1,0.163,1.009,,,,,
-142,407.31,1.145,1.194,1.164   1,0.17,1.052,,,,,
-141,405.66,1.157,1.199,1.164   1,0.179,1.086,,,,,
-140,403.96,1.159,1.202,1.172   1,0.181,1.083,,,,,
-139,402.22,1.165,1.207,1.183   1,0.187,1.085,,,,,
-138,400.43,1.174,1.215,1.183   1,0.195,1.102,,,,,
-137,398.61,1.18,1.219,1.191   1,0.203,1.106,,,,,
-136,396.74,1.188,1.224,1.202   1,0.209,1.119,,,,,
-135,394.83,1.198,1.231,1.206   1,0.219,1.135,,,,,
-134,392.87,1.208,1.239,1.211   1,0.228,1.155,,,,,
-133,390.88,1.232,1.247,1.223   1,0.237,1.221,,,,,
-132,388.84,1.251,1.254,1.231   1,0.247,1.271,,,,,
-131,386.76,1.261,1.26,1.234   1,0.257,1.294,,,,,
-130,384.63,1.275,1.271,1.247   1,0.263,1.319,,,,,
-129,382.47,1.286,1.281,1.256   1,0.275,1.333,,,,,
-128,380.26,1.294,1.287,1.259   1,0.285,1.344,,,,,
-127,378.01,1.307,1.294,1.272   1,0.297,1.365,,,,,
-126,375.72,1.322,1.302,1.288   1,0.309,1.387,,,,,
-125,373.39,1.339,1.311,1.292   1,0.321,1.433,,,,,
-124,371.02,1.355,1.322,1.304   1,0.33,1.462,,,,,
-123,368.61,1.371,1.333,1.325   1,0.342,1.483,,,,,
-122,366.16,1.381,1.345,1.335   1,0.355,1.488,,,,,
-121,363.66,1.387,1.356,1.343   1,0.363,1.488,,,,,
-120,361.13,1.404,1.368,1.361   1,0.372,1.514,,,,,
-119,358.56,1.42,1.38,1.373   1,0.39,1.537,,,,,
-118,355.95,1.433,1.395,1.382   1,0.403,1.551,,,,,
-117,353.3,1.446,1.407,1.398   1,0.416,1.564,,,,,
-116,350.61,1.458,1.422,1.413   1,0.431,1.564,,,,,
-115,347.89,1.468,1.434,1.424   1,0.445,1.567,,,,,
-114,345.12,1.485,1.449,1.441   1,0.46,1.589,,,,,
-113,342.32,1.502,1.466,1.457   1,0.477,1.61,,,,,
-112,339.49,1.519,1.481,1.470   1,0.494,1.629,,,,,
-111,336.61,1.534,1.495,1.487   1,0.509,1.644,,,,,
-110,333.71,1.554,1.513,1.507   1,0.526,1.67,,,,,
-109,330.76,1.572,1.531,1.521   1,0.546,1.692,,,,,
-108,327.79,1.591,1.548,1.538   1,0.563,1.717,,,,,
-107,324.77,1.615,1.567,1.559   1,0.585,1.746,,,,,
-106,321.73,1.632,1.588,1.577   1,0.603,1.76,,,,,
-105,318.65,1.651,1.608,1.593   1,0.624,1.778,,,,,
-104,315.54,1.673,1.627,1.617   1,0.646,1.801,,,,,
-103,312.4,1.695,1.65,1.640   1,0.668,1.822,,,,,
-102,309.23,1.717,1.672,1.658   1,0.691,1.847,,,,,
-101,306.03,1.743,1.695,1.683   1,0.715,1.879,,,,,
-100,302.8,1.77,1.721,1.706   1,0.738,1.914,,,,,
-99,299.54,1.795,1.742,1.728   1,0.767,1.945,,,,,
-98,296.26,1.823,1.768,1.754   1,0.791,1.981,,,,,
-97,292.95,1.852,1.794,1.781   1,0.821,2.014,,,,,
-96,289.61,1.882,1.821,1.807   1,0.849,2.052,,,,,
-95,286.24,1.914,1.85,1.837   1,0.877,2.094,,,,,
-94,282.86,1.944,1.876,1.866   1,0.907,2.129,,,,,
-93,279.45,1.976,1.908,1.893   1,0.935,2.167,,,,,
-92,276.02,2.01,1.94,1.923   1,0.966,2.211,,,,,
-91,272.57,2.047,1.972,1.960   2,0,2.256,,,,,
-90,269.09,2.085,2.008,1.993   2,0.033,2.305,,,,,
-89,265.6,2.123,2.041,2.025   2,0.069,2.358,,,,,
-88,262.09,2.164,2.079,2.066   2,0.106,2.404,,,,,
-87,258.57,2.204,2.116,2.103   2,0.144,2.452,,,,,
-86,255.03,2.245,2.156,2.141   2,0.186,2.499,,,,,
-85,251.47,2.289,2.196,2.185   2,0.226,2.551,,,,,
-84,247.9,2.335,2.239,2.226   2,0.271,2.603,,,,,
-83,244.32,2.38,2.283,2.267   2,0.312,2.656,,,,,
-82,240.73,2.428,2.329,2.311   2,0.36,2.712,,,,,
-81,237.12,2.478,2.377,2.359   2,0.409,2.767,,,,,
-80,233.51,2.527,2.426,2.402   2,0.456,2.823,,,,,
-79,229.9,2.578,2.478,2.452   2,0.508,2.876,,,,,
-78,226.27,2.632,2.529,2.507   2,0.563,2.93,,,,,
-77,222.65,2.684,2.584,2.555   2,0.615,2.981,,,,,
-76,219.02,2.742,2.638,2.614   2,0.673,3.043,,,,,
-75,215.38,2.804,2.698,2.675   2,0.734,3.108,,,,,
-74,211.75,2.866,2.76,2.736   2,0.796,3.172,,,,,
-73,208.12,2.928,2.823,2.798   2,0.857,3.234,,,,,
-72,204.49,2.995,2.888,2.864   2,0.926,3.301,,,,,
-71,200.86,3.063,2.955,2.934   2,0.994,3.37,,,,,
-70,197.24,3.133,3.027,3.006   3,0.063,3.438,,,,,
-69,193.62,3.209,3.099,3.080   3,0.14,3.515,,,,,
-68,190.02,3.286,3.176,3.156   3,0.219,3.592,,,,,
-67,186.42,3.366,3.256,3.236   3,0.295,3.676,,,,,
-66,182.83,3.449,3.341,3.316   3,0.38,3.76,,,,,
-65,179.26,3.538,3.426,3.408   3,0.471,3.849,,,,,
-64,175.7,3.627,3.516,3.496   3,0.564,3.934,,,,,
-63,172.16,3.723,3.615,3.589   3,0.661,4.025,,,,,
-62,168.63,3.826,3.719,3.695   3,0.764,4.125,,,,,
-61,165.12,3.93,3.826,3.802   3,0.869,4.223,,,,,
-60,161.63,4.04,3.936,3.909   3,0.984,4.329,,,,,
-59,158.16,4.154,4.052,4.025   4,0.1,4.44,,,,,
-58,154.72,4.272,4.171,4.143   4,0.22,4.553,,,,,
-57,151.3,4.391,4.295,4.262   4,0.338,4.669,,,,,
-56,147.9,4.52,4.425,4.392   4,0.471,4.79,,,,,
-55,144.53,4.652,4.559,4.527   4,0.605,4.917,,,,,
-54,141.19,4.792,4.701,4.667   4,0.748,5.053,,,,,
-53,137.89,4.939,4.849,4.814   4,0.895,5.197,,,,,
-52,134.61,5.09,5,4.966   5,0.049,5.346,,,,,
-51,131.37,5.25,5.159,5.124   5,0.209,5.506,,,,,
-50,128.16,5.419,5.329,5.293   5,0.379,5.675,,,,,
-49,124.99,5.598,5.507,5.472   5,0.558,5.856,,,,,
-48,121.85,5.786,5.691,5.664   5,0.746,6.042,,,,,
-47,118.76,5.98,5.885,5.855   5,0.938,6.241,,,,,
-46,115.7,6.182,6.085,6.055   6,0.14,6.447,,,,,
-45,112.69,6.395,6.297,6.268   6,0.354,6.661,,,,,
-44,109.72,6.615,6.519,6.487   6,0.575,6.879,,,,,
-43,106.8,6.845,6.748,6.716   6,0.805,7.111,,,,,
-42,103.92,7.089,6.99,6.957   7,0.053,7.356,,,,,
-41,101.09,7.346,7.251,7.215   7,0.309,7.608,,,,,
-40,98.3,7.615,7.522,7.487   7,0.579,7.872,,,,,
-39,95.57,7.894,7.799,7.767   7,0.86,8.151,,,,,
-38,92.89,8.184,8.094,8.057   8,0.152,8.433,,,,,
-37,90.26,8.486,8.399,8.360   8,0.459,8.725,,,,,
-36,87.69,8.805,8.716,8.680   8,0.781,9.044,,,,,
-35,85.17,9.145,9.059,9.023   9,0.122,9.376,,,,,
-34,82.71,9.496,9.409,9.376   9,0.475,9.724,,,,,
-33,80.31,9.86,9.772,9.740   9,.840  1,0.088,,,,,
-32,77.96,10.239,10.151,10.124  10,.224  1,0.456,,,,,
-31,75.67,10.636,10.549,10.518  10,.623  1,0.855,,,,,
-30,73.45,11.057,10.967,10.941  11,.043  1,1.278,,,,,
-29,71.29,11.486,11.395,11.370  11,.473  1,1.707,,,,,
-28,69.19,11.928,11.84,11.816  11,.919  1,2.136,,,,,
-27,67.15,12.388,12.302,12.276  12,.382  1,2.592,,,,,
-26,65.18,12.87,12.784,12.764  12,.865  1,3.067,,,,,
-25,63.28,13.363,13.274,13.259  13,.361  1,3.556,,,,,
-24,61.44,13.867,13.779,13.768  13,.869  1,4.051,,,,,
-23,59.67,14.39,14.307,14.295  14,.395  1,4.563,,,,,
-22,57.97,14.927,14.846,14.835  14,.935  1,5.091,,,,,
-21,56.34,15.471,15.391,15.382  15,.485  1,5.628,,,,,
-20,54.78,16.027,15.95,15.941  16,.049  1,6.17,,,,,
-19,53.29,16.591,16.514,16.514  16,.618  1,6.718,,,,,
-18,51.87,17.158,17.085,17.088  17,.191  1,7.268,,,,,
-17,50.53,17.736,17.662,17.666  17,.776  1,7.841,,,,,
-16,49.26,18.302,18.24,18.244  18,.355  1,8.367,,,,,
-15,48.06,18.871,18.809,18.817  18,.924  1,8.935,,,,,
-14,46.93,19.435,19.369,19.382  19,.492  1,9.496,,,,,
-13,45.89,19.98,19.918,19.937  20,.044  2,0.022,,,,,
-12,44.91,20.508,20.447,20.467  20,.574  2,0.545,,,,,
-11,44.02,21.01,20.951,20.976  21,.083  2,1.03,,,,,
-10,43.2,21.492,21.441,21.471  21,.569  2,1.486,,,,,
-9,42.45,21.946,21.89,21.918  22,.019  2,1.955,,,,,
-8,41.79,22.359,22.302,22.334  22,.431  2,2.368,,,,,
-7,41.2,22.724,22.674,22.707  22,.803  2,2.712,,,,,
-6,40.69,23.052,23.001,23.046  23,.127  2,3.033,,,,,
-5,40.26,23.332,23.281,23.316  23,.411  2,3.318,,,,,
-4,39.9,23.569,23.525,23.550  23,.645  2,3.557,,,,,
-3,39.63,23.764,23.742,23.732  23,.848  2,3.734,,,,,
-2,39.43,23.928,23.945,23.882  24,.026  2,3.859,,,,,
-1,39.31,24.094,24.159,24.008  24,.208  2,4.001,,,,,
0,39.27,24.293,24.415,24.148  24,.431  2,4.177,,,,,
1,39.31,24.549,24.758,24.337  24,.735  2,4.365,,,,,
2,39.43,24.882,25.194,24.569  25,.133  2,4.632,,,,,
3,39.63,25.351,25.786,24.904  25,.687  2,5.028,,,,,
4,39.9,25.962,26.565,25.371  26,.416  2,5.495,,,,,
5,40.26,26.761,27.557,26.001  27,.340  2,6.147,,,,,
6,40.69,27.78,28.788,26.846  28,.479  2,7.009,,,,,
7,41.2,29.002,30.234,27.908  29,.807  2,8.056,,,,,
8,41.79,30.435,31.899,29.188  31,.321  2,9.33,,,,,
9,42.45,32.035,33.749,30.649  32,.991  3,0.751,,,,,
10,43.2,33.8,35.767,32.280  34,.830  3,2.323,,,,,
11,44.02,35.713,37.928,34.059  36,.823  3,4.042,,,,,
12,44.91,37.754,40.212,35.962  38,.947  3,5.896,,,,,
13,45.89,39.896,42.566,37.972  41,.183  3,7.865,,,,,
14,46.93,42.072,44.919,40.041  43,.467  3,9.861,,,,,
15,48.06,44.232,47.187,42.116  45,.727  4,1.898,,,,,
16,49.26,46.295,49.269,44.113  47,.886  4,3.91,,,,,
17,50.53,48.192,51.113,45.992  49,.879  4,5.783,,,,,
18,51.87,49.877,52.655,47.685  51,.675  4,7.494,,,,,
19,53.29,51.326,53.886,49.172  53,.236  4,9.008,,,,,
20,54.78,52.546,54.838,50.461  54,.538  5,0.346,,,,,
21,56.34,53.411,55.405,51.526  55,.390  5,1.323,,,,,
22,57.97,53.858,55.471,52.235  55,.734  5,1.991,,,,,
23,59.67,53.855,55.062,52.524  55,.501  5,2.334,,,,,
24,61.44,53.376,54.209,52.389  54,.665  5,2.241,,,,,
25,63.28,52.461,52.96,51.823  53,.394  5,1.669,,,,,
26,65.18,51.221,51.473,50.847  51,.842  5,0.723,,,,,
27,67.15,49.75,49.837,49.560  50,.107  4,9.496,,,,,
28,69.19,48.154,48.122,48.101  48,.301  4,8.09,,,,,
29,71.29,46.491,46.387,46.533  46,.493  4,6.55,,,,,
30,73.45,44.805,44.659,44.917  44,.697  4,4.947,,,,,
31,75.67,43.141,42.982,43.319  42,.955  4,3.306,,,,,
32,77.96,41.518,41.366,41.742  41,.290  4,1.675,,,,,
33,80.31,39.943,39.804,40.202  39,.678  4,0.087,,,,,
34,82.71,38.424,38.298,38.721  38,.143  3,8.534,,,,,
35,85.17,36.958,36.854,37.292  36,.669  3,7.015,,,,,
36,87.69,35.557,35.475,35.922  35,.270  3,5.561,,,,,
37,90.26,34.227,34.152,34.616  33,.932  3,4.207,,,,,
38,92.89,32.958,32.89,33.362  32,.654  3,2.925,,,,,
39,95.57,31.744,31.68,32.164  31,.436  3,1.694,,,,,
40,98.3,30.589,30.525,31.020  30,.271  3,0.542,,,,,
41,101.09,29.494,29.421,29.933  29,.167  2,9.454,,,,,
42,103.92,28.449,28.374,28.897  28,.116  2,8.409,,,,,
43,106.8,27.449,27.368,27.900  27,.114  2,7.413,,,,,
44,109.72,26.493,26.41,26.952  26,.153  2,6.457,,,,,
45,112.69,25.575,25.494,26.044  25,.233  2,5.53,,,,,
46,115.7,24.699,24.625,25.183  24,.355  2,4.634,,,,,
47,118.76,23.865,23.791,24.351  23,.518  2,3.801,,,,,
48,121.85,23.073,22.995,23.562  22,.716  2,3.02,,,,,
49,124.99,22.317,22.238,22.803  21,.949  2,2.279,,,,,
50,128.16,21.595,21.513,22.081  21,.221  2,1.567,,,,,
