C.A.(DEG),VOL(CC),MEAN(B),CYL_1,CYL_2,CYL_3,CYL_4
-302.00,154.72,1.00,0.99,1.03,1.01,0.96
-301.00,158.16,1.00,0.99,1.03,1.01,0.96
-300.00,161.63,1.00,0.98,1.03,1.01,0.95
-299.00,165.12,0.99,0.99,1.03,1.01,0.94
-298.00,168.63,0.99,0.98,1.03,1.01,0.93
-297.00,172.16,0.99,0.99,1.03,1.01,0.91
-296.00,175.70,0.99,0.98,1.03,1.01,0.91
-295.00,179.26,0.99,0.99,1.03,1.02,0.92
-294.00,182.83,0.99,0.99,1.03,1.02,0.93
-293.00,186.42,0.99,0.98,1.03,1.02,0.93
-292.00,190.02,0.99,0.99,1.03,1.01,0.94
-291.00,193.62,0.99,0.98,1.03,1.01,0.93
-290.00,197.24,0.99,0.98,1.03,1.02,0.93
-289.00,200.86,0.99,0.99,1.03,1.01,0.93
-288.00,204.49,0.99,0.98,1.03,1.01,0.93
-287.00,208.12,0.99,0.98,1.03,1.01,0.93
-286.00,211.75,0.99,0.98,1.03,1.01,0.92
-285.00,215.38,0.99,0.98,1.03,1.01,0.91
-284.00,219.02,0.98,0.98,1.03,1.01,0.90
-283.00,222.65,0.98,0.98,1.03,1.02,0.90
-282.00,226.27,0.98,0.99,1.03,1.01,0.90
-281.00,229.90,0.99,0.99,1.03,1.01,0.91
-280.00,233.51,0.99,0.99,1.04,1.01,0.91
-279.00,237.12,0.99,0.99,1.03,1.01,0.91
-278.00,240.73,0.99,0.99,1.04,1.02,0.91
-277.00,244.32,0.99,0.99,1.04,1.02,0.91
-276.00,247.90,0.99,0.99,1.04,1.01,0.91
-275.00,251.47,0.99,1.00,1.04,1.02,0.90
-274.00,255.03,0.99,0.99,1.04,1.02,0.91
-273.00,258.57,0.99,1.00,1.04,1.02,0.91
-272.00,262.09,0.99,1.00,1.04,1.02,0.90
-271.00,265.60,0.99,1.00,1.05,1.02,0.90
-270.00,269.09,0.99,1.00,1.05,1.02,0.90
-269.00,272.57,0.99,1.00,1.05,1.02,0.89
-268.00,276.02,0.99,1.00,1.05,1.02,0.89
-267.00,279.45,0.99,1.00,1.05,1.02,0.89
-266.00,282.86,0.99,1.01,1.05,1.03,0.89
-265.00,286.24,0.99,1.01,1.05,1.03,0.88
-264.00,289.61,0.99,1.01,1.05,1.03,0.88
-263.00,292.95,0.99,1.01,1.05,1.03,0.89
-262.00,296.26,1.00,1.01,1.06,1.03,0.89
-261.00,299.54,1.00,1.01,1.06,1.03,0.88
-260.00,302.80,1.00,1.01,1.06,1.03,0.88
-259.00,306.03,1.00,1.02,1.06,1.03,0.88
-258.00,309.23,1.00,1.02,1.06,1.03,0.88
-257.00,312.40,0.99,1.02,1.06,1.03,0.87
-256.00,315.54,1.00,1.02,1.06,1.03,0.87
-255.00,318.65,0.99,1.02,1.06,1.03,0.87
-254.00,321.73,1.00,1.02,1.06,1.03,0.87
-253.00,324.77,0.99,1.02,1.06,1.03,0.86
-252.00,327.79,1.00,1.02,1.06,1.03,0.86
-251.00,330.76,0.99,1.03,1.06,1.03,0.85
-250.00,333.71,0.99,1.03,1.06,1.04,0.85
-249.00,336.61,0.99,1.03,1.06,1.04,0.83
-248.00,339.49,0.99,1.03,1.06,1.04,0.83
-247.00,342.32,0.99,1.03,1.06,1.04,0.84
-246.00,345.12,0.99,1.03,1.06,1.04,0.84
-245.00,347.89,0.99,1.03,1.06,1.04,0.84
-244.00,350.61,0.99,1.03,1.06,1.04,0.84
-243.00,353.30,0.99,1.03,1.06,1.04,0.85
-242.00,355.95,1.00,1.03,1.06,1.04,0.86
-241.00,358.56,1.00,1.03,1.06,1.04,0.88
-240.00,361.13,1.00,1.03,1.06,1.04,0.88
-239.00,363.66,1.00,1.03,1.06,1.04,0.88
-238.00,366.16,1.01,1.03,1.06,1.04,0.89
-237.00,368.61,1.01,1.03,1.06,1.04,0.90
-236.00,371.02,1.01,1.03,1.06,1.04,0.90
-235.00,373.39,1.01,1.03,1.06,1.04,0.89
-234.00,375.72,1.00,1.04,1.06,1.04,0.88
-233.00,378.01,1.00,1.03,1.06,1.04,0.87
-232.00,380.26,1.00,1.03,1.06,1.04,0.87
-231.00,382.47,1.00,1.03,1.06,1.04,0.87
-230.00,384.63,1.00,1.03,1.06,1.04,0.87
-229.00,386.76,1.00,1.03,1.06,1.04,0.87
-228.00,388.84,1.00,1.03,1.06,1.04,0.86
-227.00,390.88,1.00,1.03,1.06,1.04,0.87
-226.00,392.87,1.00,1.03,1.06,1.04,0.87
-225.00,394.83,1.01,1.04,1.06,1.05,0.89
-224.00,396.74,1.01,1.03,1.07,1.05,0.88
-223.00,398.61,1.01,1.04,1.07,1.05,0.88
-222.00,400.43,1.01,1.04,1.07,1.05,0.89
-221.00,402.22,1.01,1.04,1.07,1.05,0.89
-220.00,403.96,1.01,1.04,1.07,1.05,0.89
-219.00,405.66,1.01,1.04,1.07,1.05,0.89
-218.00,407.31,1.01,1.04,1.08,1.05,0.89
-217.00,408.92,1.02,1.04,1.08,1.05,0.89
-216.00,410.49,1.01,1.04,1.08,1.05,0.88
-215.00,412.02,1.01,1.04,1.08,1.06,0.88
-214.00,413.50,1.01,1.04,1.08,1.05,0.88
-213.00,414.94,1.01,1.04,1.08,1.06,0.87
-212.00,416.33,1.01,1.05,1.09,1.06,0.87
-211.00,417.69,1.01,1.04,1.09,1.06,0.86
-210.00,419.00,1.01,1.05,1.09,1.06,0.85
-209.00,420.26,1.01,1.05,1.09,1.06,0.84
-208.00,421.49,1.01,1.05,1.09,1.06,0.84
-207.00,422.67,1.01,1.05,1.10,1.07,0.83
-206.00,423.80,1.01,1.05,1.10,1.07,0.82
-205.00,424.90,1.01,1.05,1.10,1.07,0.81
-204.00,425.95,1.01,1.05,1.10,1.07,0.81
-203.00,426.96,1.01,1.06,1.10,1.07,0.81
-202.00,427.92,1.01,1.05,1.10,1.07,0.81
-201.00,428.84,1.01,1.06,1.11,1.07,0.81
-200.00,429.72,1.01,1.06,1.11,1.07,0.82
-199.00,430.55,1.02,1.06,1.11,1.08,0.83
-198.00,431.35,1.02,1.06,1.11,1.08,0.84
-197.00,432.10,1.03,1.06,1.11,1.08,0.85
-196.00,432.80,1.03,1.07,1.12,1.08,0.87
-195.00,433.47,1.04,1.07,1.12,1.08,0.88
-194.00,434.09,1.04,1.07,1.12,1.09,0.89
-193.00,434.66,1.05,1.07,1.12,1.09,0.91
-192.00,435.20,1.05,1.07,1.12,1.09,0.92
-191.00,435.69,1.05,1.07,1.12,1.09,0.93
-190.00,436.14,1.06,1.08,1.12,1.09,0.94
-189.00,436.54,1.06,1.08,1.12,1.09,0.96
-188.00,436.91,1.07,1.08,1.13,1.10,0.97
-187.00,437.23,1.07,1.08,1.13,1.10,0.98
-186.00,437.51,1.07,1.08,1.13,1.10,0.98
-185.00,437.74,1.07,1.08,1.13,1.10,0.98
-184.00,437.93,1.08,1.08,1.13,1.11,0.98
-183.00,438.08,1.08,1.08,1.14,1.11,0.98
-182.00,438.19,1.08,1.08,1.14,1.10,0.98
-181.00,438.25,1.08,1.08,1.14,1.11,0.98
-180.00,438.28,1.08,1.08,1.14,1.11,0.98
-179.00,438.25,1.08,1.09,1.14,1.11,0.98
-178.00,438.19,1.09,1.09,1.14,1.11,1.02
-177.00,438.08,1.08,1.09,1.14,1.11,0.98
-176.00,437.93,1.08,1.09,1.14,1.12,0.97
-175.00,437.74,1.08,1.09,1.13,1.12,1.00
-174.00,437.51,1.08,1.09,1.13,1.12,0.99
-173.00,437.23,1.08,1.09,1.14,1.12,0.99
-172.00,436.91,1.09,1.09,1.14,1.12,0.99
-171.00,436.54,1.09,1.10,1.14,1.12,0.99
-170.00,436.14,1.08,1.10,1.13,1.12,0.98
-169.00,435.69,1.09,1.10,1.14,1.12,0.98
-168.00,435.20,1.08,1.11,1.14,1.12,0.97
-167.00,434.66,1.09,1.11,1.14,1.12,0.97
-166.00,434.09,1.08,1.11,1.14,1.12,0.95
-165.00,433.47,1.08,1.11,1.14,1.12,0.95
-164.00,432.80,1.08,1.12,1.14,1.12,0.94
-163.00,432.10,1.08,1.12,1.15,1.12,0.94
-162.00,431.35,1.08,1.13,1.14,1.12,0.93
-161.00,430.55,1.08,1.13,1.14,1.12,0.93
-160.00,429.72,1.08,1.13,1.14,1.12,0.93
-159.00,428.84,1.08,1.13,1.14,1.12,0.91
-158.00,427.92,1.07,1.13,1.14,1.12,0.89
-157.00,426.96,1.07,1.13,1.14,1.12,0.88
-156.00,425.95,1.07,1.13,1.14,1.12,0.90
-155.00,424.90,1.07,1.13,1.14,1.12,0.90
-154.00,423.80,1.07,1.13,1.14,1.12,0.90
-153.00,422.67,1.07,1.13,1.14,1.12,0.89
-152.00,421.49,1.07,1.13,1.13,1.12,0.89
-151.00,420.26,1.06,1.13,1.13,1.12,0.88
-150.00,419.00,1.06,1.12,1.13,1.12,0.88
-149.00,417.69,1.06,1.12,1.13,1.11,0.89
-148.00,416.33,1.06,1.12,1.13,1.12,0.89
-147.00,414.94,1.06,1.12,1.13,1.11,0.88
-146.00,413.50,1.06,1.12,1.13,1.11,0.88
-145.00,412.02,1.06,1.12,1.12,1.11,0.87
-144.00,410.49,1.06,1.12,1.12,1.12,0.88
-143.00,408.92,1.06,1.12,1.12,1.12,0.88
-142.00,407.31,1.06,1.12,1.12,1.12,0.89
-141.00,405.66,1.07,1.12,1.12,1.12,0.90
-140.00,403.96,1.07,1.12,1.12,1.12,0.90
-139.00,402.22,1.07,1.12,1.13,1.13,0.90
-138.00,400.43,1.07,1.13,1.13,1.13,0.89
-137.00,398.61,1.07,1.13,1.13,1.13,0.89
-136.00,396.74,1.07,1.13,1.13,1.14,0.88
-135.00,394.83,1.08,1.14,1.14,1.14,0.89
-134.00,392.87,1.08,1.14,1.14,1.15,0.90
-133.00,390.88,1.09,1.15,1.15,1.16,0.91
-132.00,388.84,1.10,1.15,1.15,1.16,0.92
-131.00,386.76,1.10,1.16,1.16,1.17,0.92
-130.00,384.63,1.11,1.16,1.16,1.18,0.94
-129.00,382.47,1.12,1.17,1.17,1.18,0.95
-128.00,380.26,1.12,1.18,1.18,1.19,0.96
-127.00,378.01,1.13,1.18,1.18,1.20,0.97
-126.00,375.72,1.15,1.19,1.19,1.21,1.00
-125.00,373.39,1.16,1.20,1.20,1.21,1.02
-124.00,371.02,1.17,1.21,1.20,1.22,1.05
-123.00,368.61,1.18,1.22,1.21,1.23,1.07
-122.00,366.16,1.19,1.23,1.22,1.24,1.09
-121.00,363.66,1.21,1.24,1.23,1.25,1.10
-120.00,361.13,1.22,1.25,1.24,1.26,1.12
-119.00,358.56,1.23,1.26,1.25,1.28,1.14
-118.00,355.95,1.24,1.27,1.26,1.28,1.16
-117.00,353.30,1.26,1.28,1.27,1.29,1.18
-116.00,350.61,1.27,1.29,1.28,1.31,1.20
-115.00,347.89,1.28,1.31,1.29,1.32,1.22
-114.00,345.12,1.30,1.32,1.31,1.33,1.23
-113.00,342.32,1.31,1.33,1.32,1.35,1.25
-112.00,339.49,1.33,1.35,1.33,1.36,1.27
-111.00,336.61,1.34,1.36,1.35,1.38,1.28
-110.00,333.71,1.36,1.38,1.36,1.39,1.30
-109.00,330.76,1.38,1.39,1.38,1.41,1.32
-108.00,327.79,1.39,1.41,1.39,1.43,1.35
-107.00,324.77,1.41,1.42,1.41,1.44,1.38
-106.00,321.73,1.43,1.44,1.42,1.46,1.40
-105.00,318.65,1.45,1.46,1.44,1.48,1.41
-104.00,315.54,1.46,1.47,1.46,1.50,1.43
-103.00,312.40,1.48,1.49,1.48,1.52,1.44
-102.00,309.23,1.50,1.51,1.50,1.54,1.45
-101.00,306.03,1.52,1.54,1.52,1.56,1.46
-100.00,302.80,1.54,1.56,1.55,1.58,1.48
-99.00,299.54,1.56,1.58,1.57,1.60,1.49
-98.00,296.26,1.58,1.60,1.59,1.62,1.51
-97.00,292.95,1.60,1.62,1.62,1.65,1.53
-96.00,289.61,1.63,1.65,1.64,1.67,1.55
-95.00,286.24,1.65,1.67,1.67,1.70,1.57
-94.00,282.86,1.68,1.70,1.69,1.73,1.59
-93.00,279.45,1.70,1.73,1.72,1.75,1.61
-92.00,276.02,1.73,1.76,1.75,1.79,1.64
-91.00,272.57,1.76,1.79,1.78,1.82,1.67
-90.00,269.09,1.80,1.82,1.81,1.85,1.70
-89.00,265.60,1.83,1.85,1.84,1.88,1.74
-88.00,262.09,1.86,1.89,1.87,1.91,1.77
-87.00,258.57,1.90,1.92,1.91,1.95,1.81
-86.00,255.03,1.93,1.96,1.94,1.99,1.84
-85.00,251.47,1.97,2.00,1.98,2.02,1.87
-84.00,247.90,2.00,2.03,2.02,2.06,1.91
-83.00,244.32,2.04,2.07,2.06,2.10,1.94
-82.00,240.73,2.08,2.12,2.10,2.14,1.98
-81.00,237.12,2.13,2.16,2.14,2.19,2.03
-80.00,233.51,2.17,2.20,2.19,2.23,2.07
-79.00,229.90,2.22,2.25,2.23,2.28,2.11
-78.00,226.27,2.26,2.29,2.28,2.33,2.15
-77.00,222.65,2.31,2.34,2.33,2.38,2.20
-76.00,219.02,2.36,2.39,2.38,2.43,2.24
-75.00,215.38,2.41,2.45,2.43,2.48,2.29
-74.00,211.75,2.47,2.50,2.49,2.54,2.34
-73.00,208.12,2.52,2.56,2.54,2.60,2.40
-72.00,204.49,2.58,2.62,2.60,2.66,2.46
-71.00,200.86,2.64,2.68,2.66,2.72,2.52
-70.00,197.24,2.71,2.74,2.73,2.79,2.58
-69.00,193.62,2.78,2.81,2.79,2.85,2.65
-68.00,190.02,2.85,2.88,2.86,2.92,2.72
-67.00,186.42,2.92,2.96,2.93,3.00,2.79
-66.00,182.83,3.00,3.03,3.01,3.07,2.87
-65.00,179.26,3.07,3.11,3.09,3.16,2.94
-64.00,175.70,3.16,3.19,3.17,3.24,3.03
-63.00,172.16,3.24,3.28,3.25,3.33,3.12
-62.00,168.63,3.33,3.37,3.34,3.42,3.21
-61.00,165.12,3.43,3.46,3.44,3.52,3.31
-60.00,161.63,3.53,3.57,3.53,3.62,3.42
-59.00,158.16,3.63,3.67,3.63,3.72,3.50
-58.00,154.72,3.75,3.78,3.74,3.83,3.63
-57.00,151.30,3.86,3.90,3.86,3.95,3.74
-56.00,147.90,3.98,4.01,3.97,4.07,3.86
-55.00,144.53,4.10,4.13,4.10,4.19,3.96
-54.00,141.19,4.23,4.26,4.22,4.32,4.11
-53.00,137.89,4.35,4.40,4.35,4.46,4.22
-52.00,134.61,4.49,4.53,4.49,4.60,4.35
-51.00,131.37,4.64,4.68,4.63,4.74,4.51
-50.00,128.16,4.79,4.83,4.78,4.90,4.64
-49.00,124.99,4.95,4.99,4.94,5.06,4.79
-48.00,121.85,5.11,5.16,5.11,5.23,4.97
-47.00,118.76,5.29,5.33,5.28,5.40,5.14
-46.00,115.70,5.48,5.53,5.46,5.59,5.32
-45.00,112.69,5.67,5.72,5.66,5.79,5.51
-44.00,109.72,5.87,5.92,5.86,5.99,5.72
-43.00,106.80,6.08,6.13,6.06,6.21,5.92
-42.00,103.92,6.30,6.35,6.28,6.43,6.14
-41.00,101.09,6.53,6.58,6.51,6.66,6.36
-40.00,98.30,6.77,6.83,6.75,6.90,6.60
-39.00,95.57,7.02,7.08,6.99,7.16,6.86
-38.00,92.89,7.29,7.35,7.26,7.43,7.12
-37.00,90.26,7.57,7.63,7.54,7.71,7.41
-36.00,87.69,7.86,7.91,7.82,8.00,7.70
-35.00,85.17,8.16,8.22,8.12,8.30,8.01
-34.00,82.71,8.48,8.53,8.43,8.62,8.33
-33.00,80.31,8.81,8.87,8.76,8.95,8.68
-32.00,77.96,9.17,9.22,9.11,9.30,9.04
-31.00,75.67,9.52,9.57,9.46,9.66,9.41
-30.00,73.45,9.90,9.95,9.83,10.04,9.81
-29.00,71.29,10.29,0.33,10.20,10.42,10.20
-28.00,69.19,10.70,0.74,10.60,10.83,10.63
-27.00,67.15,11.12,1.16,11.02,11.25,11.07
-26.00,65.18,11.55,1.59,11.44,11.69,11.51
-25.00,63.28,12.00,2.03,11.88,12.13,11.97
-24.00,61.44,12.46,2.49,12.33,12.59,12.45
-23.00,59.67,12.94,2.96,12.80,13.07,12.94
-22.00,57.97,13.42,3.44,13.27,13.55,13.44
-21.00,56.34,13.92,3.92,13.75,14.05,13.95
-20.00,54.78,14.43,4.43,14.25,14.55,14.47
-19.00,53.29,14.93,4.93,14.75,15.06,14.99
-18.00,51.87,15.44,5.44,15.25,15.57,15.51
-17.00,50.53,15.96,5.95,15.76,16.09,16.04
-16.00,49.26,16.47,6.46,16.27,16.60,16.56
-15.00,48.06,16.98,6.96,16.77,17.11,17.07
-14.00,46.93,17.48,7.46,17.26,17.61,17.58
-13.00,45.89,17.97,7.95,17.75,18.11,18.08
-12.00,44.91,18.44,8.42,18.21,18.58,18.56
-11.00,44.02,18.90,8.87,18.65,19.04,19.02
-10.00,43.20,19.33,9.30,19.07,19.47,19.46
-9.00,42.45,19.73,9.70,19.47,19.87,19.87
-8.00,41.79,20.09,0.06,19.83,20.23,20.25
-7.00,41.20,20.42,0.39,20.15,20.56,20.58
-6.00,40.69,20.71,0.67,20.44,20.85,20.88
-5.00,40.26,20.96,0.92,20.67,21.09,21.14
-4.00,39.90,21.15,1.12,20.86,21.29,21.35
-3.00,39.63,21.30,1.26,21.00,21.42,21.51
-2.00,39.43,21.40,1.34,21.10,21.52,21.62
-1.00,39.31,21.45,1.40,21.15,21.58,21.68
0.00,39.27,21.46,1.39,21.18,21.59,21.68
1.00,39.31,21.45,1.37,21.21,21.60,21.63
2.00,39.43,21.44,1.35,21.26,21.61,21.55
3.00,39.63,21.43,1.37,21.36,21.66,21.35
4.00,39.90,21.50,1.47,21.58,21.79,21.16
5.00,40.26,21.65,1.68,21.92,22.02,20.99
6.00,40.69,21.93,2.05,22.44,22.38,20.83
7.00,41.20,22.37,2.62,23.15,22.90,20.79
8.00,41.79,23.00,3.43,24.07,23.59,20.92
9.00,42.45,23.82,4.48,25.19,24.46,21.17
10.00,43.20,24.84,5.74,26.49,25.50,21.63
11.00,44.02,26.05,7.21,27.97,26.71,22.31
12.00,44.91,27.44,8.87,29.60,28.08,23.22
13.00,45.89,29.01,0.71,31.38,29.62,24.32
14.00,46.93,30.72,2.70,33.24,31.30,25.65
15.00,48.06,32.54,4.77,35.16,33.07,27.16
16.00,49.26,34.42,6.87,37.08,34.88,28.83
17.00,50.53,36.31,8.96,38.96,36.69,30.63
18.00,51.87,38.21,1.06,40.78,38.50,32.49
19.00,53.29,40.14,3.15,42.63,40.40,34.39
20.00,54.78,42.16,5.29,44.45,42.49,36.42
21.00,56.34,44.17,7.24,45.98,44.81,38.67
22.00,57.97,45.84,8.58,46.92,46.76,41.10
23.00,59.67,46.88,9.03,47.22,47.84,43.42
24.00,61.44,47.14,8.57,46.86,47.96,45.19
25.00,63.28,46.69,7.42,45.99,47.23,46.10
26.00,65.18,45.66,5.89,44.77,45.96,46.03
27.00,67.15,44.28,4.23,43.32,44.39,45.19
28.00,69.19,42.75,2.55,41.79,42.74,43.91
29.00,71.29,41.15,0.88,40.22,41.07,42.42
30.00,73.45,39.57,9.27,38.69,39.44,40.87
31.00,75.67,38.02,7.71,37.20,37.85,39.32
32.00,77.96,36.53,6.23,35.76,36.33,37.80
33.00,80.31,35.10,4.80,34.39,34.88,36.33
34.00,82.71,33.73,3.45,33.06,33.50,34.93
35.00,85.17,32.43,2.16,31.81,32.18,33.59
36.00,87.69,31.19,0.91,30.61,30.92,32.31
37.00,90.26,30.00,9.74,29.46,29.73,31.09
38.00,92.89,28.87,8.61,28.37,28.59,29.92
39.00,95.57,27.79,7.53,27.32,27.50,28.80
40.00,98.30,26.76,6.51,26.32,26.47,27.72
41.00,101.09,25.78,5.53,25.37,25.48,26.72
42.00,103.92,24.84,4.60,24.46,24.53,25.75
43.00,106.80,23.95,3.71,23.60,23.63,24.84
44.00,109.72,23.09,2.87,22.77,22.77,23.97
45.00,112.69,22.29,2.06,21.98,21.96,23.15
46.00,115.70,21.52,1.30,21.23,21.18,22.36
47.00,118.76,20.78,0.56,20.51,20.43,21.61
48.00,121.85,20.08,9.87,19.83,19.73,20.88
49.00,124.99,19.40,9.20,19.18,19.05,20.19
50.00,128.16,18.77,8.57,18.56,18.41,19.52
51.00,131.37,18.15,7.96,17.97,17.80,18.89
52.00,134.61,17.57,7.37,17.39,17.21,18.29
53.00,137.89,17.01,6.82,16.85,16.66,17.72
54.00,141.19,16.48,6.29,16.33,16.12,17.18
55.00,144.53,15.97,5.78,15.83,15.62,16.67
56.00,147.90,15.49,5.30,15.36,15.13,16.18
57.00,151.30,15.03,4.84,14.91,14.67,15.70
58.00,154.72,14.59,4.40,14.48,14.23,15.25
59.00,158.16,14.16,3.97,14.06,13.80,14.82
60.00,161.63,13.76,3.57,13.66,13.40,14.40
61.00,165.12,13.37,3.19,13.29,13.01,13.99
62.00,168.63,13.00,2.82,12.93,12.64,13.60
63.00,172.16,12.64,2.47,12.59,12.29,13.22
64.00,175.70,12.30,2.13,12.25,11.95,12.87
65.00,179.26,11.98,1.81,11.94,11.63,12.53
66.00,182.83,11.67,1.50,11.63,11.33,12.21
67.00,186.42,11.37,1.21,11.34,11.03,11.91
68.00,190.02,11.09,0.92,11.06,10.74,11.62
69.00,193.62,10.81,0.64,10.79,10.46,11.34
70.00,197.24,10.55,0.38,10.53,10.21,11.06
71.00,200.86,10.29,0.13,10.28,9.95,10.79
72.00,204.49,10.04,9.88,10.04,9.71,10.53
73.00,208.12,9.80,9.65,9.81,9.48,10.27
74.00,211.75,9.58,9.43,9.59,9.26,10.03
75.00,215.38,9.36,9.21,9.38,9.04,9.80
76.00,219.02,9.15,9.01,9.18,8.83,9.58
77.00,222.65,8.95,8.81,8.98,8.64,9.37
78.00,226.27,8.76,8.61,8.78,8.45,9.18
79.00,229.90,8.57,8.43,8.60,8.27,8.98
80.00,233.51,8.40,8.26,8.43,8.10,8.80
81.00,237.12,8.23,8.09,8.27,7.93,8.63
82.00,240.73,8.07,7.93,8.11,7.77,8.47
83.00,244.32,7.91,7.78,7.95,7.61,8.31
84.00,247.90,7.76,7.63,7.80,7.46,8.16
85.00,251.47,7.62,7.48,7.66,7.32,8.01
86.00,255.03,7.47,7.34,7.52,7.18,7.86
87.00,258.57,7.34,7.20,7.38,7.04,7.72
88.00,262.09,7.20,7.07,7.25,6.91,7.58
89.00,265.60,7.08,6.94,7.12,6.79,7.45
90.00,269.09,6.95,6.82,7.00,6.67,7.33
91.00,272.57,6.83,6.70,6.89,6.55,7.20
92.00,276.02,6.72,6.59,6.77,6.44,7.08
93.00,279.45,6.61,6.48,6.66,6.33,6.96
94.00,282.86,6.50,6.38,6.56,6.22,6.85
95.00,286.24,6.40,6.27,6.46,6.12,6.73
96.00,289.61,6.30,6.18,6.36,6.03,6.64
97.00,292.95,6.20,6.08,6.27,5.93,6.53
98.00,296.26,6.11,5.99,6.17,5.84,6.44
99.00,299.54,6.02,5.90,6.09,5.75,6.33
100.00,302.80,5.93,5.82,6.00,5.67,6.24
101.00,306.03,5.84,5.73,5.91,5.58,6.14
102.00,309.23,5.76,5.65,5.83,5.50,6.05
103.00,312.40,5.68,5.58,5.76,5.43,5.97
104.00,315.54,5.60,5.50,5.68,5.36,5.88
105.00,318.65,5.53,5.43,5.61,5.28,5.79
106.00,321.73,5.46,5.35,5.54,5.21,5.72
107.00,324.77,5.39,5.28,5.47,5.15,5.66
108.00,327.79,5.32,5.22,5.40,5.08,5.58
109.00,330.76,5.25,5.15,5.33,5.01,5.48
110.00,333.71,5.18,5.09,5.27,4.95,5.41
111.00,336.61,5.12,5.03,5.21,4.89,5.33
112.00,339.49,5.05,4.97,5.15,4.83,5.26
113.00,342.32,4.99,4.92,5.10,4.77,5.18
114.00,345.12,4.93,4.86,5.04,4.71,5.12
115.00,347.89,4.88,4.80,4.99,4.66,5.06
116.00,350.61,4.82,4.75,4.94,4.60,4.99
117.00,353.30,4.77,4.69,4.88,4.54,4.94
118.00,355.95,4.71,4.64,4.83,4.49,4.90
119.00,358.56,4.66,4.58,4.78,4.43,4.84
120.00,361.13,4.61,4.53,4.73,4.38,4.78
121.00,363.66,4.55,4.47,4.68,4.33,4.72
122.00,366.16,4.50,4.41,4.63,4.28,4.67
