C.A.(DEG),VOL(CC),MEAN(B),CYL_1,CYL_2,CYL_3,CYL_4
-286,211.75,0.689,0.678,0.683,0.663,0.732
-285,215.38,0.694,0.682,0.689,0.671,0.734
-284,219.02,0.705,0.686,0.696,0.679,0.757
-283,222.65,0.711,0.694,0.705,0.688,0.758
-282,226.27,0.703,0.698,0.712,0.694,0.708
-281,229.9,0.693,0.701,0.721,0.701,0.65
-280,233.51,0.689,0.706,0.729,0.709,0.613
-279,237.12,0.692,0.714,0.738,0.716,0.599
-278,240.73,0.691,0.719,0.746,0.724,0.573
-277,244.32,0.689,0.724,0.755,0.73,0.546
-276,247.9,0.696,0.733,0.762,0.736,0.552
-275,251.47,0.71,0.74,0.767,0.745,0.589
-274,255.03,0.73,0.745,0.776,0.753,0.647
-273,258.57,0.751,0.751,0.786,0.765,0.703
-272,262.09,0.774,0.759,0.795,0.771,0.769
-271,265.6,0.793,0.763,0.801,0.778,0.83
-270,269.09,0.805,0.766,0.807,0.785,0.863
-269,272.57,0.808,0.77,0.81,0.791,0.861
-268,276.02,0.809,0.779,0.815,0.795,0.847
-267,279.45,0.809,0.787,0.819,0.802,0.83
-266,282.86,0.817,0.795,0.822,0.811,0.84
-265,286.24,0.829,0.8,0.832,0.816,0.869
-264,289.61,0.844,0.805,0.838,0.822,0.909
-263,292.95,0.858,0.809,0.847,0.832,0.943
-262,296.26,0.867,0.815,0.857,0.839,0.956
-261,299.54,0.865,0.824,0.859,0.846,0.931
-260,302.8,0.864,0.832,0.862,0.851,0.913
-259,306.03,0.866,0.836,0.871,0.857,0.901
-258,309.23,0.867,0.84,0.873,0.863,0.89
-257,312.4,0.867,0.845,0.881,0.87,0.873
-256,315.54,0.864,0.853,0.888,0.877,0.84
-255,318.65,0.856,0.86,0.895,0.883,0.788
-254,321.73,0.849,0.864,0.903,0.889,0.739
-253,324.77,0.849,0.874,0.909,0.896,0.716
-252,327.79,0.857,0.878,0.919,0.905,0.725
-251,330.76,0.87,0.879,0.925,0.912,0.762
-250,333.71,0.89,0.884,0.93,0.915,0.832
-249,336.61,0.916,0.889,0.941,0.921,0.911
-248,339.49,0.94,0.897,0.946,0.927,0.99
-247,342.32,0.96,0.9,0.951,0.935,1.054
-246,345.12,0.974,0.908,0.954,0.939,1.096
-245,347.89,0.983,0.916,0.963,0.946,1.109
-244,350.61,0.985,0.923,0.972,0.952,1.095
-243,353.3,0.984,0.925,0.978,0.959,1.074
-242,355.95,0.982,0.93,0.982,0.966,1.051
-241,358.56,0.982,0.939,0.991,0.972,1.026
-240,361.13,0.98,0.941,0.997,0.979,1.003
-239,363.66,0.986,0.945,1.002,0.99,1.008
-238,366.16,0.994,0.953,1.005,0.989,1.029
-237,368.61,1.004,0.962,1.01,0.996,1.049
-236,371.02,1.013,0.966,1.015,1.003,1.068
-235,373.39,1.019,0.973,1.025,1.006,1.073
-234,375.72,1.02,0.981,1.028,1.011,1.061
-233,378.01,1.014,0.991,1.032,1.018,1.013
-232,380.26,1.002,0.994,1.042,1.027,0.944
-231,382.47,0.999,1.001,1.047,1.03,0.917
-230,384.63,1.004,1.007,1.05,1.033,0.925
-229,386.76,1.014,1.013,1.059,1.04,0.943
-228,388.84,1.028,1.015,1.062,1.047,0.987
-227,390.88,1.045,1.026,1.066,1.048,1.04
-226,392.87,1.056,1.035,1.074,1.052,1.065
-225,394.83,1.061,1.034,1.083,1.061,1.067
-224,396.74,1.067,1.04,1.084,1.068,1.078
-223,398.61,1.078,1.047,1.094,1.073,1.099
-222,400.43,1.088,1.056,1.098,1.073,1.125
-221,402.22,1.101,1.058,1.101,1.081,1.165
-220,403.96,1.118,1.062,1.106,1.09,1.214
-219,405.66,1.132,1.072,1.108,1.092,1.257
-218,407.31,1.145,1.081,1.116,1.097,1.285
-217,408.92,1.149,1.081,1.122,1.105,1.288
-216,410.49,1.147,1.088,1.122,1.108,1.27
-215,412.02,1.147,1.092,1.123,1.112,1.259
-214,413.5,1.149,1.097,1.13,1.114,1.254
-213,414.94,1.153,1.105,1.135,1.12,1.254
-212,416.33,1.159,1.11,1.139,1.122,1.265
-211,417.69,1.168,1.114,1.14,1.127,1.291
-210,419,1.177,1.12,1.145,1.134,1.308
-209,420.26,1.178,1.127,1.151,1.137,1.297
-208,421.49,1.181,1.134,1.151,1.14,1.3
-207,422.67,1.185,1.138,1.156,1.144,1.301
-206,423.8,1.185,1.143,1.162,1.148,1.286
-205,424.9,1.196,1.147,1.163,1.153,1.323
-204,425.95,1.209,1.155,1.164,1.154,1.363
-203,426.96,1.214,1.16,1.169,1.158,1.369
-202,427.92,1.224,1.162,1.176,1.162,1.394
-201,428.84,1.225,1.168,1.177,1.166,1.387
-200,429.72,1.217,1.176,1.181,1.169,1.345
-199,430.55,1.212,1.181,1.186,1.174,1.306
-198,431.35,1.201,1.186,1.189,1.177,1.252
-197,432.1,1.196,1.192,1.194,1.177,1.221
-196,432.8,1.202,1.196,1.197,1.175,1.24
-195,433.47,1.208,1.2,1.205,1.18,1.248
-194,434.09,1.216,1.203,1.204,1.181,1.275
-193,434.66,1.226,1.205,1.2,1.182,1.317
-192,435.2,1.232,1.209,1.212,1.183,1.325
-191,435.69,1.235,1.21,1.214,1.191,1.325
-190,436.14,1.235,1.215,1.214,1.194,1.317
-189,436.54,1.237,1.222,1.22,1.198,1.309
-188,436.91,1.241,1.226,1.223,1.203,1.313
-187,437.23,1.239,1.227,1.224,1.202,1.302
-186,437.51,1.239,1.233,1.226,1.206,1.291
-185,437.74,1.24,1.238,1.227,1.208,1.285
-184,437.93,1.242,1.241,1.233,1.212,1.282
-183,438.08,1.246,1.246,1.233,1.213,1.291
-182,438.19,1.252,1.25,1.234,1.214,1.308
-181,438.25,1.258,1.26,1.237,1.217,1.317
-180,438.28,1.259,1.26,1.24,1.222,1.313
-179,438.25,1.254,1.264,1.238,1.218,1.296
-178,438.19,1.248,1.269,1.24,1.218,1.263
-177,438.08,1.24,1.275,1.243,1.22,1.223
-176,437.93,1.234,1.28,1.244,1.225,1.186
-175,437.74,1.225,1.281,1.246,1.221,1.152
-174,437.51,1.218,1.285,1.243,1.218,1.126
-173,437.23,1.215,1.29,1.248,1.217,1.107
-172,436.91,1.212,1.3,1.247,1.222,1.08
-171,436.54,1.205,1.306,1.242,1.225,1.046
-170,436.14,1.193,1.311,1.248,1.22,0.992
-169,435.69,1.179,1.316,1.255,1.226,0.917
-168,435.2,1.163,1.324,1.25,1.229,0.849
-167,434.66,1.147,1.329,1.25,1.229,0.78
-166,434.09,1.136,1.33,1.258,1.229,0.729
-165,433.47,1.136,1.336,1.262,1.233,0.712
-164,432.8,1.139,1.337,1.256,1.236,0.727
-163,432.1,1.149,1.338,1.259,1.233,0.766
-162,431.35,1.168,1.341,1.267,1.232,0.831
-161,430.55,1.19,1.338,1.268,1.24,0.913
-160,429.72,1.209,1.342,1.26,1.245,0.99
-159,428.84,1.232,1.343,1.263,1.247,1.074
-158,427.92,1.253,1.341,1.269,1.251,1.151
-157,426.96,1.271,1.347,1.269,1.258,1.21
-156,425.95,1.286,1.349,1.266,1.258,1.273
-155,424.9,1.304,1.35,1.275,1.262,1.328
-154,423.8,1.319,1.355,1.283,1.272,1.366
-153,422.67,1.331,1.359,1.28,1.28,1.406
-152,421.49,1.339,1.363,1.283,1.28,1.43
-151,420.26,1.341,1.362,1.29,1.282,1.432
-150,419,1.345,1.363,1.298,1.289,1.429
-149,417.69,1.339,1.367,1.297,1.295,1.4
-148,416.33,1.33,1.369,1.302,1.299,1.349
-147,414.94,1.321,1.37,1.31,1.301,1.303
-146,413.5,1.314,1.369,1.315,1.309,1.264
-145,412.02,1.309,1.369,1.316,1.315,1.236
-144,410.49,1.31,1.376,1.325,1.315,1.222
-143,408.92,1.313,1.381,1.337,1.32,1.216
-142,407.31,1.317,1.385,1.337,1.333,1.214
-141,405.66,1.317,1.39,1.339,1.336,1.204
-140,403.96,1.321,1.396,1.353,1.343,1.191
-139,402.22,1.331,1.404,1.36,1.35,1.211
-138,400.43,1.341,1.41,1.364,1.363,1.227
-137,398.61,1.352,1.417,1.373,1.369,1.25
-136,396.74,1.374,1.423,1.384,1.378,1.31
-135,394.83,1.389,1.431,1.388,1.391,1.346
-134,392.87,1.409,1.438,1.395,1.399,1.405
-133,390.88,1.43,1.449,1.414,1.403,1.454
-132,388.84,1.444,1.456,1.427,1.415,1.477
-131,386.76,1.457,1.465,1.428,1.422,1.513
-130,384.63,1.461,1.476,1.436,1.422,1.509
-129,382.47,1.469,1.486,1.453,1.427,1.51
-128,380.26,1.489,1.494,1.467,1.448,1.546
-127,378.01,1.515,1.504,1.471,1.468,1.618
-126,375.72,1.538,1.52,1.485,1.487,1.663
-125,373.39,1.559,1.531,1.5,1.506,1.7
-124,371.02,1.586,1.544,1.513,1.521,1.767
-123,368.61,1.606,1.56,1.524,1.538,1.801
-122,366.16,1.612,1.574,1.539,1.553,1.781
-121,363.66,1.604,1.589,1.551,1.571,1.706
-120,361.13,1.603,1.605,1.562,1.601,1.643
-119,358.56,1.609,1.613,1.577,1.614,1.632
-118,355.95,1.637,1.636,1.608,1.631,1.673
-117,353.3,1.655,1.651,1.625,1.65,1.696
-116,350.61,1.663,1.669,1.658,1.662,1.662
-115,347.89,1.659,1.687,1.666,1.674,1.61
-114,345.12,1.668,1.708,1.684,1.688,1.594
-113,342.32,1.679,1.72,1.693,1.7,1.602
-112,339.49,1.697,1.738,1.713,1.718,1.621
-111,336.61,1.72,1.76,1.745,1.74,1.633
-110,333.71,1.74,1.781,1.759,1.764,1.657
-109,330.76,1.766,1.804,1.774,1.79,1.697
-108,327.79,1.786,1.82,1.787,1.81,1.728
-107,324.77,1.811,1.841,1.809,1.826,1.766
-106,321.73,1.843,1.864,1.841,1.851,1.815
-105,318.65,1.875,1.892,1.858,1.874,1.877
-104,315.54,1.907,1.92,1.881,1.897,1.93
-103,312.4,1.937,1.943,1.907,1.925,1.973
-102,309.23,1.966,1.966,1.934,1.952,2.013
-101,306.03,1.999,1.992,1.959,1.973,2.07
-100,302.8,2.033,2.016,1.986,1.997,2.134
-99,299.54,2.068,2.043,2.015,2.029,2.184
-98,296.26,2.1,2.071,2.042,2.066,2.219
-97,292.95,2.131,2.11,2.074,2.097,2.243
-96,289.61,2.157,2.14,2.104,2.121,2.261
-95,286.24,2.187,2.172,2.138,2.158,2.278
-94,282.86,2.214,2.203,2.169,2.194,2.289
-93,279.45,2.243,2.241,2.203,2.232,2.295
-92,276.02,2.276,2.279,2.241,2.27,2.313
-91,272.57,2.314,2.325,2.28,2.312,2.341
-90,269.09,2.354,2.365,2.317,2.354,2.378
-89,265.6,2.392,2.402,2.361,2.391,2.415
-88,262.09,2.432,2.44,2.407,2.432,2.45
-87,258.57,2.479,2.487,2.45,2.477,2.502
-86,255.03,2.529,2.539,2.495,2.525,2.556
-85,251.47,2.58,2.584,2.546,2.565,2.624
-84,247.9,2.638,2.631,2.598,2.615,2.708
-83,244.32,2.699,2.681,2.647,2.667,2.803
-82,240.73,2.762,2.736,2.696,2.718,2.9
-81,237.12,2.824,2.794,2.751,2.766,2.986
-80,233.51,2.886,2.849,2.809,2.824,3.062
-79,229.9,2.947,2.908,2.865,2.882,3.134
-78,226.27,3.009,2.968,2.923,2.943,3.201
-77,222.65,3.074,3.035,2.987,3.005,3.268
-76,219.02,3.144,3.106,3.053,3.073,3.342
-75,215.38,3.214,3.174,3.118,3.139,3.424
-74,211.75,3.286,3.241,3.191,3.209,3.502
-73,208.12,3.361,3.317,3.265,3.287,3.577
-72,204.49,3.436,3.398,3.345,3.367,3.632
-71,200.86,3.505,3.48,3.418,3.446,3.674
-70,197.24,3.577,3.557,3.5,3.526,3.723
-69,193.62,3.659,3.641,3.586,3.615,3.795
-68,190.02,3.752,3.732,3.675,3.71,3.891
-67,186.42,3.846,3.836,3.766,3.801,3.982
-66,182.83,3.937,3.941,3.865,3.9,4.041
-65,179.26,4.025,4.044,3.964,4.016,4.077
-64,175.7,4.111,4.149,4.072,4.126,4.096
-63,172.16,4.2,4.262,4.191,4.237,4.108
-62,168.63,4.295,4.376,4.304,4.353,4.147
-61,165.12,4.406,4.494,4.421,4.47,4.239
-60,161.63,4.534,4.618,4.547,4.597,4.373
-59,158.16,4.676,4.756,4.681,4.728,4.539
-58,154.72,4.825,4.894,4.812,4.867,4.726
-57,151.3,4.984,5.033,4.958,5.011,4.932
-56,147.9,5.153,5.177,5.106,5.158,5.171
-55,144.53,5.332,5.335,5.263,5.318,5.413
-54,141.19,5.51,5.498,5.421,5.481,5.639
-53,137.89,5.689,5.673,5.591,5.648,5.845
-52,134.61,5.872,5.858,5.766,5.838,6.028
-51,131.37,6.061,6.041,5.957,6.021,6.226
-50,128.16,6.252,6.241,6.152,6.213,6.4
-49,124.99,6.441,6.438,6.353,6.417,6.558
-48,121.85,6.655,6.661,6.568,6.636,6.755
-47,118.76,6.88,6.889,6.788,6.859,6.986
-46,115.7,7.109,7.116,7.016,7.092,7.21
-45,112.69,7.354,7.365,7.256,7.339,7.455
-44,109.72,7.626,7.636,7.511,7.599,7.759
-43,106.8,7.903,7.904,7.782,7.863,8.065
-42,103.92,8.179,8.179,8.057,8.144,8.337
-41,101.09,8.472,8.483,8.351,8.443,8.613
-40,98.3,8.761,8.792,8.649,8.742,8.862
-39,95.57,9.063,9.117,8.964,9.065,9.108
-38,92.89,9.389,9.452,9.3,9.409,9.394
-37,90.26,9.747,9.82,9.663,9.766,9.738
-36,87.69,10.104,10.189,10.019,10.119,10.089
-35,85.17,10.5,10.576,10.409,10.505,10.51
-34,82.71,10.915,10.991,10.809,10.91,10.952
-33,80.31,11.352,11.425,11.244,11.334,11.405
-32,77.96,11.789,11.864,11.676,11.763,11.854
-31,75.67,12.263,12.329,12.15,12.236,12.336
-30,73.45,12.742,12.822,12.616,12.712,12.817
-29,71.29,13.245,13.329,13.131,13.209,13.312
-28,69.19,13.758,13.846,13.643,13.724,13.821
-27,67.15,14.304,14.412,14.189,14.275,14.338
-26,65.18,14.846,14.974,14.742,14.823,14.845
-25,63.28,15.417,15.565,15.317,15.401,15.386
-24,61.44,15.999,16.173,15.909,16.001,15.912
-23,59.67,16.607,16.812,16.537,16.626,16.454
-22,57.97,17.223,17.443,17.158,17.249,17.043
-21,56.34,17.881,18.126,17.801,17.91,17.685
-20,54.78,18.556,18.8,18.485,18.582,18.357
-19,53.29,19.239,19.48,19.145,19.239,19.09
-18,51.87,19.95,20.183,19.836,19.939,19.841
-17,50.53,20.648,20.877,20.518,20.627,20.57
-16,49.26,21.347,21.58,21.2,21.308,21.298
-15,48.06,22.043,22.269,21.891,21.999,22.012
-14,46.93,22.717,22.962,22.554,22.67,22.681
-13,45.89,23.393,23.64,23.215,23.36,23.355
-12,44.91,24.066,24.316,23.872,24.035,24.041
-11,44.02,24.719,24.983,24.503,24.695,24.695
-10,43.2,25.36,25.646,25.123,25.332,25.34
-9,42.45,25.998,26.307,25.755,25.993,25.935
-8,41.79,26.623,26.989,26.38,26.635,26.49
-7,41.2,27.242,27.664,27.032,27.278,26.993
-6,40.69,27.922,28.409,27.769,27.982,27.528
-5,40.26,28.665,29.211,28.588,28.747,28.114
-4,39.9,29.521,30.101,29.563,29.597,28.822
-3,39.63,30.542,31.117,30.752,30.613,29.685
-2,39.43,31.747,32.311,32.168,31.807,30.701
-1,39.31,33.178,33.681,33.889,33.208,31.935
0,39.27,34.868,35.28,35.945,34.857,33.389
1,39.31,36.817,37.106,38.325,36.758,35.078
2,39.43,39.026,39.162,41.032,38.889,37.019
3,39.63,41.481,41.448,43.994,41.246,39.234
4,39.9,44.129,43.912,47.156,43.787,41.662
5,40.26,46.926,46.489,50.445,46.469,44.302
6,40.69,49.808,49.135,53.771,49.24,47.087
7,41.2,52.721,51.787,57.071,52.056,49.969
8,41.79,55.583,54.405,60.228,54.866,52.833
9,42.45,58.325,56.913,63.173,57.579,55.637
10,43.2,60.874,59.27,65.822,60.138,58.268
11,44.02,63.152,61.41,68.077,62.469,60.654
12,44.91,65.104,63.281,69.892,64.512,62.731
13,45.89,66.68,64.858,71.217,66.19,64.454
14,46.93,67.868,66.096,72.071,67.516,65.79
15,48.06,68.642,66.982,72.465,68.416,66.704
16,49.26,69.027,67.527,72.46,68.901,67.221
17,50.53,69.035,67.715,72.04,69.005,67.379
18,51.87,68.667,67.568,71.199,68.689,67.214
19,53.29,68.01,67.156,70.119,68.043,66.721
20,54.78,67.064,66.454,68.683,67.113,66.007
21,56.34,65.831,65.445,67.007,65.869,65.005
22,57.97,64.449,64.242,65.287,64.472,63.795
23,59.67,62.898,62.855,63.357,62.888,62.491
24,61.44,61.209,61.324,61.4,61.178,60.936
25,63.28,59.467,59.703,59.42,59.406,59.337
26,65.18,57.661,57.992,57.424,57.552,57.674
27,67.15,55.841,56.266,55.5,55.713,55.884
28,69.19,54.012,54.501,53.535,53.863,54.149
29,71.29,52.206,52.747,51.693,52.016,52.367
30,73.45,50.414,51.008,49.835,50.217,50.598
31,75.67,48.656,49.271,48.029,48.432,48.894
32,77.96,46.952,47.578,46.32,46.701,47.21
33,80.31,45.288,45.926,44.616,45.006,45.603
34,82.71,43.678,44.316,42.999,43.376,44.023
35,85.17,42.11,42.769,41.429,41.799,42.443
36,87.69,40.598,41.259,39.925,40.26,40.949
37,90.26,39.138,39.815,38.508,38.811,39.418
38,92.89,37.722,38.425,37.097,37.384,37.981
39,95.57,36.378,37.076,35.79,36.022,36.625
40,98.3,35.088,35.785,34.516,34.728,35.323
41,101.09,33.855,34.542,33.304,33.465,34.109
42,103.92,32.68,33.352,32.165,32.275,32.927
43,106.8,31.548,32.2,31.041,31.114,31.839
44,109.72,30.478,31.098,29.999,30.026,30.788
45,112.69,29.447,30.044,28.967,28.983,29.792
46,115.7,28.467,29.036,28.007,27.986,28.839
47,118.76,27.525,28.066,27.091,27.039,27.903
48,121.85,26.616,27.142,26.183,26.114,27.025
49,124.99,25.753,26.263,25.344,25.249,26.157
50,128.16,24.921,25.416,24.51,24.41,25.347
51,131.37,24.132,24.613,23.751,23.61,24.554
52,134.61,23.369,23.85,22.992,22.844,23.791
53,137.89,22.641,23.118,22.288,22.1,23.059
54,141.19,21.948,22.409,21.621,21.402,22.362
55,144.53,21.281,21.739,20.951,20.725,21.709
56,147.9,20.65,21.089,20.345,20.095,21.073
57,151.3,20.047,20.467,19.733,19.482,20.506
58,154.72,19.48,19.876,19.176,18.901,19.966
59,158.16,18.935,19.304,18.626,18.348,19.463
60,161.63,18.406,18.757,18.112,17.818,18.936
61,165.12,17.896,18.232,17.605,17.31,18.436
62,168.63,17.405,17.728,17.135,16.83,17.929
63,172.16,16.934,17.244,16.673,16.377,17.444
64,175.7,16.481,16.789,16.243,15.931,16.963
65,179.26,16.046,16.347,15.818,15.512,16.506
66,182.83,15.634,15.929,15.425,15.11,16.072
67,186.42,15.237,15.522,15.033,14.723,15.669
68,190.02,14.86,15.137,14.675,14.349,15.278
69,193.62,14.493,14.767,14.31,13.99,14.904
70,197.24,14.146,14.404,13.983,13.651,14.547
71,200.86,13.818,14.065,13.652,13.322,14.232
72,204.49,13.507,13.733,13.339,13.012,13.945
73,208.12,13.206,13.414,13.038,12.708,13.664
74,211.75,12.914,13.115,12.742,12.415,13.383
75,215.38,12.635,12.822,12.465,12.137,13.117
76,219.02,12.365,12.534,12.2,11.868,12.858
77,222.65,12.105,12.263,11.94,11.613,12.602
78,226.27,11.852,12.007,11.693,11.365,12.344
79,229.9,11.606,11.759,11.458,11.124,12.082
80,233.51,11.367,11.519,11.227,10.892,11.831
81,237.12,11.136,11.292,11.001,10.666,11.584
82,240.73,10.913,11.073,10.786,10.452,11.34
83,244.32,10.696,10.856,10.582,10.247,11.1
84,247.9,10.488,10.647,10.383,10.048,10.874
85,251.47,10.29,10.452,10.19,9.853,10.665
86,255.03,10.1,10.26,10.004,9.672,10.465
87,258.57,9.916,10.073,9.827,9.491,10.275
88,262.09,9.742,9.891,9.65,9.321,10.105
89,265.6,9.569,9.719,9.478,9.148,9.933
90,269.09,9.404,9.548,9.307,8.989,9.77
91,272.57,9.243,9.385,9.155,8.832,9.6
92,276.02,9.087,9.229,8.994,8.683,9.443
93,279.45,8.937,9.075,8.852,8.54,9.282
94,282.86,8.79,8.925,8.71,8.401,9.124
95,286.24,8.647,8.78,8.575,8.265,8.967
96,289.61,8.51,8.648,8.44,8.133,8.818
97,292.95,8.379,8.518,8.318,8.008,8.672
98,296.26,8.255,8.39,8.193,7.886,8.552
99,299.54,8.134,8.261,8.074,7.765,8.436
100,302.8,8.025,8.146,7.958,7.65,8.344
101,306.03,7.921,8.03,7.853,7.537,8.263
102,309.23,7.819,7.919,7.744,7.426,8.188
103,312.4,7.722,7.806,7.637,7.319,8.128
104,315.54,7.624,7.708,7.533,7.22,8.035
105,318.65,7.517,7.601,7.439,7.12,7.909
106,321.73,7.418,7.498,7.344,7.025,7.806
107,324.77,7.325,7.4,7.253,6.933,7.712
108,327.79,7.234,7.305,7.165,6.847,7.617
109,330.76,7.146,7.21,7.083,6.762,7.53
110,333.71,7.072,7.12,7,6.683,7.486
111,336.61,6.996,7.038,6.927,6.599,7.421
112,339.49,6.921,6.96,6.856,6.52,7.347
113,342.32,6.863,6.879,6.786,6.442,7.345
114,345.12,6.801,6.808,6.714,6.368,7.315
115,347.89,6.722,6.736,6.643,6.297,7.211
116,350.61,6.648,6.663,6.575,6.226,7.128
117,353.3,6.572,6.592,6.51,6.161,7.026
118,355.95,6.49,6.526,6.446,6.096,6.892
119,358.56,6.418,6.46,6.386,6.032,6.794
120,361.13,6.349,6.389,6.323,5.97,6.712
121,363.66,6.288,6.327,6.269,5.912,6.643
122,366.16,6.233,6.266,6.213,5.855,6.597
123,368.61,6.172,6.206,6.154,5.795,6.532
124,371.02,6.119,6.146,6.099,5.739,6.49
125,373.39,6.075,6.086,6.047,5.69,6.477
126,375.72,6.023,6.034,5.995,5.64,6.423
127,378.01,5.965,5.978,5.94,5.594,6.347
128,380.26,5.907,5.924,5.893,5.548,6.262
129,382.47,5.844,5.874,5.84,5.496,6.166
130,384.63,5.785,5.824,5.793,5.45,6.071
131,386.76,5.724,5.773,5.747,5.406,5.97
132,388.84,5.663,5.724,5.699,5.363,5.865
133,390.88,5.613,5.679,5.657,5.323,5.794
134,392.87,5.566,5.631,5.611,5.28,5.74
135,394.83,5.522,5.583,5.572,5.244,5.689
136,396.74,5.484,5.539,5.53,5.207,5.661
137,398.61,5.453,5.496,5.491,5.166,5.657
138,400.43,5.419,5.454,5.447,5.127,5.65
139,402.22,5.382,5.408,5.405,5.085,5.629
140,403.96,5.347,5.363,5.366,5.046,5.615
141,405.66,5.31,5.325,5.323,5.007,5.586
142,407.31,5.264,5.276,5.282,4.967,5.531
143,408.92,5.22,5.234,5.242,4.923,5.48
144,410.49,5.17,5.188,5.198,4.884,5.409
145,412.02,5.116,5.139,5.151,4.839,5.333
146,413.5,5.077,5.093,5.108,4.797,5.308
147,414.94,5.028,5.042,5.062,4.75,5.259
148,416.33,4.97,4.994,5.011,4.706,5.167
149,417.69,4.921,4.945,4.961,4.652,5.126
150,419,4.871,4.887,4.909,4.602,5.086
151,420.26,4.819,4.832,4.861,4.551,5.031
152,421.49,4.771,4.779,4.807,4.499,4.999
153,422.67,4.716,4.72,4.755,4.443,4.947
154,423.8,4.648,4.658,4.701,4.388,4.843
155,424.9,4.578,4.594,4.64,4.328,4.748
156,425.95,4.506,4.533,4.58,4.268,4.641
157,426.96,4.426,4.469,4.517,4.207,4.513
158,427.92,4.353,4.401,4.457,4.143,4.41
159,428.84,4.283,4.333,4.393,4.08,4.326
160,429.72,4.214,4.268,4.328,4.01,4.251
