C.A.(DEG),VOL(CC),MEAN(B),CYL_1,CYL_2,CYL_3,CYL_4
157,426.96,4.365,4.26,4.42,4.117,4.662
158,427.92,4.296,4.177,4.345,4.04,4.621
159,428.84,4.221,4.094,4.267,3.96,4.561
160,429.72,4.133,4.009,4.188,3.879,4.457
161,430.55,4.043,3.926,4.108,3.796,4.34
162,431.35,3.954,3.839,4.031,3.718,4.226
163,432.1,3.863,3.759,3.949,3.642,4.103
164,432.8,3.767,3.679,3.864,3.563,3.962
165,433.47,3.677,3.598,3.785,3.483,3.843
166,434.09,3.594,3.513,3.706,3.407,3.749
167,434.66,3.524,3.442,3.632,3.341,3.681
168,435.2,3.461,3.372,3.562,3.262,3.648
169,435.69,3.405,3.298,3.492,3.186,3.643
170,436.14,3.348,3.221,3.422,3.119,3.629
171,436.54,3.279,3.149,3.355,3.047,3.565
172,436.91,3.205,3.081,3.288,2.98,3.47
173,437.23,3.128,3.012,3.218,2.919,3.364
174,437.51,3.058,2.954,3.156,2.856,3.265
175,437.74,2.993,2.896,3.1,2.794,3.183
176,437.93,2.938,2.834,3.042,2.737,3.138
177,438.08,2.889,2.779,2.987,2.682,3.108
178,438.19,2.839,2.721,2.931,2.625,3.08
179,438.25,2.794,2.668,2.875,2.573,3.06
180,438.28,2.75,2.608,2.821,2.518,3.053
181,438.25,2.713,2.56,2.767,2.47,3.054
182,438.19,2.674,2.513,2.717,2.422,3.045
183,438.08,2.633,2.468,2.67,2.379,3.016
184,437.93,2.587,2.417,2.621,2.337,2.975
185,437.74,2.539,2.365,2.578,2.296,2.918
186,437.51,2.487,2.319,2.531,2.252,2.845
187,437.23,2.431,2.27,2.479,2.214,2.76
188,436.91,2.375,2.226,2.431,2.178,2.665
189,436.54,2.319,2.188,2.388,2.141,2.558
190,436.14,2.268,2.153,2.349,2.1,2.47
191,435.69,2.223,2.11,2.309,2.065,2.408
192,435.2,2.178,2.072,2.265,2.034,2.341
193,434.66,2.128,2.036,2.219,2.004,2.253
194,434.09,2.074,1.998,2.179,1.971,2.149
195,433.47,2.019,1.969,2.139,1.938,2.028
196,432.8,1.962,1.937,2.1,1.906,1.906
197,432.1,1.911,1.903,2.065,1.872,1.805
198,431.35,1.866,1.868,2.031,1.844,1.723
199,430.55,1.828,1.836,1.994,1.812,1.669
200,429.72,1.801,1.807,1.964,1.781,1.65
201,428.84,1.779,1.777,1.932,1.751,1.657
202,427.92,1.765,1.748,1.903,1.723,1.687
203,426.96,1.759,1.718,1.874,1.697,1.746
204,425.95,1.752,1.696,1.848,1.669,1.797
205,424.9,1.75,1.673,1.818,1.641,1.869
206,423.8,1.753,1.648,1.791,1.617,1.956
207,422.67,1.752,1.622,1.764,1.592,2.029
208,421.49,1.747,1.601,1.737,1.569,2.082
209,420.26,1.754,1.581,1.71,1.54,2.185
210,419,1.759,1.557,1.684,1.519,2.275
211,417.69,1.756,1.533,1.661,1.498,2.331
212,416.33,1.744,1.507,1.639,1.475,2.355
213,414.94,1.726,1.491,1.621,1.453,2.338
214,413.5,1.692,1.471,1.6,1.43,2.265
215,412.02,1.652,1.447,1.578,1.407,2.177
216,410.49,1.61,1.42,1.553,1.386,2.083
217,408.92,1.568,1.393,1.528,1.366,1.986
218,407.31,1.529,1.374,1.513,1.345,1.883
219,405.66,1.491,1.364,1.498,1.323,1.781
220,403.96,1.453,1.346,1.476,1.302,1.689
221,402.22,1.428,1.329,1.462,1.29,1.632
222,400.43,1.41,1.308,1.449,1.278,1.605
223,398.61,1.397,1.293,1.435,1.267,1.592
224,396.74,1.386,1.28,1.42,1.25,1.595
225,394.83,1.374,1.265,1.407,1.238,1.585
226,392.87,1.365,1.26,1.395,1.224,1.581
227,390.88,1.352,1.252,1.385,1.206,1.564
228,388.84,1.342,1.246,1.371,1.197,1.555
229,386.76,1.324,1.228,1.362,1.189,1.516
230,384.63,1.312,1.217,1.351,1.185,1.494
231,382.47,1.303,1.208,1.338,1.177,1.489
232,380.26,1.304,1.203,1.336,1.169,1.507
233,378.01,1.303,1.198,1.332,1.164,1.518
234,375.72,1.311,1.194,1.326,1.16,1.564
235,373.39,1.319,1.188,1.322,1.158,1.609
236,371.02,1.323,1.181,1.317,1.15,1.642
237,368.61,1.323,1.175,1.306,1.149,1.663
238,366.16,1.327,1.171,1.296,1.144,1.698
239,363.66,1.328,1.163,1.293,1.141,1.714
240,361.13,1.334,1.162,1.294,1.141,1.74
241,358.56,1.341,1.16,1.304,1.141,1.76
242,355.95,1.349,1.163,1.309,1.14,1.784
243,353.3,1.348,1.161,1.308,1.135,1.79
244,350.61,1.34,1.155,1.298,1.135,1.773
245,347.89,1.332,1.157,1.293,1.135,1.744
246,345.12,1.331,1.16,1.3,1.139,1.724
247,342.32,1.327,1.164,1.304,1.14,1.701
248,339.49,1.323,1.164,1.313,1.134,1.681
249,336.61,1.323,1.165,1.317,1.132,1.678
250,333.71,1.323,1.162,1.317,1.131,1.682
251,330.76,1.326,1.161,1.316,1.14,1.688
252,327.79,1.332,1.167,1.321,1.146,1.695
253,324.77,1.339,1.171,1.331,1.146,1.706
254,321.73,1.344,1.174,1.344,1.144,1.714
255,318.65,1.346,1.173,1.351,1.144,1.718
256,315.54,1.348,1.174,1.353,1.153,1.713
257,312.4,1.352,1.176,1.353,1.166,1.713
258,309.23,1.352,1.178,1.357,1.17,1.703
259,306.03,1.351,1.18,1.369,1.168,1.688
260,302.8,1.352,1.187,1.379,1.17,1.67
261,299.54,1.351,1.186,1.387,1.181,1.65
262,296.26,1.348,1.189,1.386,1.191,1.626
263,292.94,1.347,1.19,1.392,1.194,1.612
264,289.61,1.345,1.192,1.399,1.198,1.59
265,286.24,1.344,1.198,1.41,1.199,1.568
266,282.86,1.34,1.2,1.416,1.205,1.541
267,279.45,1.341,1.207,1.421,1.216,1.52
268,276.02,1.341,1.21,1.424,1.221,1.508
269,272.56,1.347,1.218,1.435,1.226,1.509
270,269.09,1.353,1.217,1.445,1.23,1.519
271,265.6,1.36,1.224,1.452,1.24,1.526
272,262.09,1.363,1.225,1.458,1.247,1.52
273,258.57,1.359,1.231,1.467,1.245,1.493
274,255.03,1.355,1.234,1.475,1.251,1.461
275,251.47,1.352,1.235,1.481,1.259,1.432
276,247.9,1.352,1.233,1.482,1.268,1.424
277,244.32,1.355,1.234,1.486,1.271,1.429
278,240.73,1.364,1.24,1.495,1.279,1.444
279,237.12,1.367,1.241,1.5,1.28,1.448
280,233.51,1.37,1.243,1.501,1.288,1.448
281,229.9,1.369,1.241,1.508,1.291,1.437
282,226.27,1.363,1.245,1.509,1.293,1.404
283,222.65,1.354,1.245,1.507,1.293,1.372
284,219.01,1.35,1.249,1.508,1.295,1.35
285,215.38,1.342,1.248,1.51,1.296,1.315
286,211.75,1.332,1.245,1.509,1.297,1.278
287,208.12,1.327,1.245,1.508,1.296,1.257
288,204.49,1.331,1.248,1.51,1.302,1.262
289,200.86,1.329,1.25,1.509,1.307,1.25
290,197.24,1.323,1.252,1.504,1.306,1.23
291,193.62,1.321,1.249,1.508,1.307,1.219
292,190.02,1.32,1.249,1.511,1.306,1.215
293,186.42,1.315,1.248,1.508,1.306,1.196
294,182.83,1.312,1.244,1.503,1.306,1.195
295,179.26,1.317,1.246,1.501,1.305,1.217
296,175.7,1.315,1.243,1.497,1.303,1.218
297,172.16,1.316,1.247,1.489,1.3,1.228
298,168.63,1.323,1.241,1.481,1.296,1.273
299,165.12,1.327,1.239,1.478,1.295,1.296
300,161.63,1.321,1.234,1.474,1.292,1.285
301,158.16,1.322,1.23,1.473,1.285,1.299
302,154.72,1.324,1.225,1.471,1.28,1.32
303,151.3,1.312,1.222,1.455,1.274,1.296
304,147.9,1.291,1.215,1.44,1.27,1.24
305,144.53,1.29,1.21,1.444,1.261,1.244
306,141.19,1.296,1.207,1.439,1.254,1.283
307,137.89,1.286,1.202,1.425,1.245,1.272
308,134.61,1.275,1.199,1.415,1.238,1.247
309,131.37,1.266,1.191,1.404,1.231,1.237
310,128.16,1.247,1.184,1.386,1.223,1.195
311,124.99,1.221,1.171,1.378,1.216,1.118
312,121.85,1.204,1.163,1.369,1.203,1.081
313,118.76,1.19,1.155,1.351,1.199,1.055
314,115.7,1.174,1.153,1.335,1.188,1.021
315,112.69,1.161,1.143,1.329,1.173,1
316,109.72,1.158,1.128,1.316,1.162,1.025
317,106.8,1.151,1.117,1.302,1.152,1.031
318,103.92,1.133,1.106,1.284,1.138,1.004
319,101.09,1.124,1.099,1.272,1.127,0.999
320,98.3,1.121,1.087,1.258,1.12,1.018
321,95.57,1.116,1.075,1.246,1.111,1.032
322,92.89,1.116,1.061,1.234,1.099,1.068
323,90.26,1.129,1.055,1.221,1.084,1.156
324,87.69,1.142,1.048,1.209,1.077,1.235
325,85.17,1.151,1.041,1.2,1.078,1.285
326,82.71,1.155,1.028,1.189,1.073,1.329
327,80.31,1.153,1.018,1.174,1.059,1.36
328,77.96,1.139,1.005,1.156,1.043,1.351
329,75.67,1.126,0.997,1.136,1.034,1.337
330,73.45,1.116,0.989,1.125,1.026,1.326
331,71.29,1.106,0.983,1.121,1.021,1.298
332,69.19,1.095,0.977,1.114,1.016,1.271
333,67.15,1.086,0.972,1.109,1.007,1.254
334,65.18,1.077,0.965,1.105,1.002,1.236
335,63.28,1.067,0.959,1.097,0.996,1.215
336,61.44,1.062,0.959,1.09,0.993,1.208
337,59.67,1.056,0.955,1.084,0.988,1.197
338,57.97,1.049,0.956,1.08,0.982,1.178
339,56.34,1.048,0.946,1.074,0.977,1.195
340,54.78,1.046,0.941,1.066,0.974,1.202
341,53.29,1.043,0.935,1.058,0.97,1.208
342,51.87,1.05,0.936,1.05,0.97,1.242
343,50.53,1.054,0.936,1.048,0.968,1.265
344,49.26,1.042,0.933,1.045,0.966,1.225
345,48.06,1.043,0.932,1.038,0.968,1.233
346,46.93,1.043,0.928,1.033,0.963,1.25
347,45.89,1.041,0.939,1.031,0.967,1.226
348,44.91,1.044,0.926,1.034,0.972,1.244
349,44.02,1.069,0.925,1.032,0.968,1.349
350,43.2,1.077,0.924,1.026,0.961,1.395
351,42.45,1.067,0.921,1.023,0.958,1.365
352,41.79,1.067,0.914,1.016,0.958,1.379
353,41.2,1.067,0.909,1.007,0.951,1.4
354,40.69,1.063,0.898,1,0.941,1.414
355,40.26,1.071,0.888,0.986,0.927,1.485
356,39.9,1.082,0.874,0.966,0.911,1.578
357,39.63,1.065,0.856,0.947,0.897,1.561
358,39.43,1.019,0.831,0.927,0.874,1.446
359,39.31,0.969,0.808,0.903,0.847,1.319
