C.A.(DEG),VOL(CC),MEAN(B),CYL_1,CYL_2,CYL_3,CYL_4
-283,222.65,0.354,0.361,0.385,0.38,0.29
-282,226.27,0.353,0.373,0.382,0.38,0.276
-281,229.9,0.356,0.382,0.379,0.372,0.291
-280,233.51,0.354,0.358,0.371,0.368,0.317
-279,237.12,0.353,0.352,0.365,0.366,0.331
-278,240.73,0.351,0.353,0.359,0.362,0.33
-277,244.32,0.358,0.351,0.367,0.368,0.345
-276,247.9,0.368,0.344,0.368,0.367,0.395
-275,251.47,0.384,0.341,0.366,0.364,0.464
-274,255.03,0.399,0.338,0.362,0.359,0.536
-273,258.57,0.415,0.332,0.362,0.356,0.61
-272,262.09,0.43,0.335,0.36,0.357,0.668
-271,265.6,0.444,0.337,0.362,0.359,0.719
-270,269.09,0.456,0.34,0.365,0.362,0.757
-269,272.57,0.465,0.339,0.368,0.363,0.791
-268,276.02,0.481,0.347,0.366,0.361,0.851
-267,279.45,0.489,0.344,0.365,0.36,0.888
-266,282.86,0.486,0.344,0.367,0.362,0.871
-265,286.24,0.48,0.356,0.366,0.369,0.83
-264,289.61,0.473,0.357,0.368,0.372,0.795
-263,292.95,0.473,0.358,0.364,0.373,0.797
-262,296.26,0.477,0.361,0.364,0.376,0.807
-261,299.54,0.48,0.362,0.371,0.373,0.813
-260,302.8,0.49,0.362,0.376,0.373,0.848
-259,306.03,0.499,0.373,0.381,0.383,0.86
-258,309.23,0.501,0.381,0.384,0.385,0.855
-257,312.4,0.498,0.384,0.387,0.392,0.83
-256,315.54,0.498,0.383,0.393,0.395,0.822
-255,318.65,0.516,0.396,0.4,0.402,0.865
-254,321.73,0.534,0.403,0.399,0.412,0.919
-253,324.77,0.552,0.412,0.406,0.416,0.972
-252,327.79,0.568,0.416,0.415,0.416,1.024
-251,330.76,0.586,0.426,0.422,0.426,1.068
-250,333.71,0.603,0.433,0.428,0.433,1.119
-249,336.61,0.617,0.444,0.434,0.44,1.15
-248,339.49,0.62,0.45,0.444,0.448,1.137
-247,342.32,0.617,0.456,0.45,0.455,1.106
-246,345.12,0.607,0.46,0.455,0.452,1.061
-245,347.89,0.599,0.467,0.452,0.456,1.018
-244,350.61,0.595,0.475,0.461,0.459,0.986
-243,353.3,0.598,0.497,0.474,0.466,0.957
-242,355.95,0.598,0.507,0.485,0.476,0.924
-241,358.56,0.6,0.509,0.495,0.488,0.909
-240,361.13,0.605,0.512,0.497,0.495,0.916
-239,363.66,0.613,0.517,0.505,0.5,0.932
-238,366.16,0.621,0.532,0.508,0.506,0.939
-237,368.61,0.632,0.541,0.522,0.523,0.941
-236,371.02,0.645,0.556,0.533,0.529,0.96
-235,373.39,0.657,0.566,0.539,0.533,0.988
-234,375.72,0.668,0.576,0.542,0.538,1.018
-233,378.01,0.685,0.579,0.556,0.548,1.059
-232,380.26,0.703,0.588,0.562,0.554,1.108
-231,382.47,0.725,0.589,0.58,0.559,1.171
-230,384.63,0.741,0.609,0.583,0.572,1.199
-229,386.76,0.749,0.616,0.597,0.576,1.206
-228,388.84,0.759,0.624,0.613,0.585,1.211
-227,390.88,0.762,0.635,0.615,0.599,1.2
-226,392.87,0.755,0.642,0.61,0.604,1.162
-225,394.83,0.741,0.646,0.611,0.615,1.091
-224,396.74,0.731,0.66,0.616,0.622,1.025
-223,398.61,0.727,0.667,0.622,0.631,0.99
-222,400.43,0.728,0.676,0.632,0.637,0.967
-221,402.22,0.734,0.687,0.646,0.646,0.958
-220,403.96,0.746,0.694,0.658,0.656,0.976
-219,405.66,0.765,0.703,0.669,0.672,1.015
-218,407.31,0.784,0.718,0.677,0.679,1.065
-217,408.92,0.802,0.724,0.68,0.685,1.118
-216,410.49,0.821,0.735,0.689,0.701,1.16
-215,412.02,0.844,0.747,0.703,0.711,1.213
-214,413.5,0.857,0.765,0.708,0.719,1.237
-213,414.94,0.866,0.773,0.719,0.727,1.247
-212,416.33,0.87,0.771,0.724,0.737,1.247
-211,417.69,0.88,0.786,0.743,0.751,1.239
-210,419,0.881,0.793,0.741,0.763,1.227
-209,420.26,0.886,0.807,0.753,0.779,1.206
-208,421.49,0.888,0.82,0.759,0.787,1.185
-207,422.67,0.892,0.83,0.768,0.8,1.172
-206,423.8,0.895,0.845,0.781,0.809,1.148
-205,424.9,0.89,0.853,0.79,0.816,1.102
-204,425.95,0.886,0.853,0.798,0.829,1.066
-203,426.96,0.885,0.867,0.811,0.834,1.029
-202,427.92,0.884,0.878,0.824,0.845,0.99
-201,428.84,0.882,0.887,0.838,0.856,0.947
-200,429.72,0.877,0.893,0.842,0.86,0.911
-199,430.55,0.879,0.902,0.849,0.866,0.899
-198,431.35,0.89,0.913,0.859,0.879,0.91
-197,432.1,0.903,0.923,0.872,0.889,0.927
-196,432.8,0.914,0.931,0.878,0.9,0.946
-195,433.47,0.927,0.939,0.893,0.908,0.969
-194,434.09,0.936,0.949,0.899,0.922,0.975
-193,434.66,0.949,0.965,0.916,0.931,0.983
-192,435.2,0.958,0.977,0.928,0.939,0.988
-191,435.69,0.968,0.989,0.939,0.953,0.993
-190,436.14,0.975,1.002,0.949,0.962,0.986
-189,436.54,0.979,1.008,0.96,0.969,0.978
-188,436.91,0.985,1.017,0.966,0.979,0.978
-187,437.23,0.993,1.028,0.985,0.993,0.968
-186,437.51,1.001,1.045,0.997,1.002,0.96
-185,437.74,1.007,1.048,1.013,1.008,0.957
-184,437.93,1.017,1.059,1.023,1.018,0.968
-183,438.08,1.028,1.068,1.03,1.028,0.985
-182,438.19,1.047,1.081,1.047,1.035,1.027
-181,438.25,1.068,1.086,1.059,1.051,1.077
-180,438.28,1.095,1.105,1.069,1.063,1.142
-179,438.25,1.12,1.118,1.087,1.073,1.201
-178,438.19,1.137,1.127,1.092,1.073,1.256
-177,438.08,1.153,1.133,1.103,1.081,1.297
-176,437.93,1.165,1.137,1.102,1.092,1.326
-175,437.74,1.178,1.149,1.111,1.1,1.353
-174,437.51,1.19,1.172,1.127,1.103,1.357
-173,437.23,1.192,1.18,1.135,1.114,1.34
-172,436.91,1.194,1.198,1.134,1.122,1.321
-171,436.54,1.195,1.2,1.139,1.129,1.314
-170,436.14,1.207,1.214,1.147,1.138,1.328
-169,435.69,1.215,1.23,1.152,1.148,1.33
-168,435.2,1.214,1.238,1.172,1.154,1.292
-167,434.66,1.214,1.248,1.187,1.165,1.257
-166,434.09,1.213,1.259,1.197,1.174,1.224
-165,433.47,1.21,1.276,1.204,1.189,1.172
-164,432.8,1.21,1.288,1.218,1.198,1.136
-163,432.1,1.218,1.305,1.228,1.216,1.124
-162,431.35,1.223,1.317,1.233,1.227,1.116
-161,430.55,1.218,1.328,1.228,1.232,1.085
-160,429.72,1.208,1.338,1.234,1.233,1.027
-159,428.84,1.206,1.353,1.251,1.243,0.977
-158,427.92,1.204,1.359,1.273,1.246,0.939
-157,426.96,1.206,1.374,1.284,1.263,0.901
-156,425.95,1.203,1.376,1.296,1.279,0.86
-155,424.9,1.202,1.386,1.301,1.283,0.838
-154,423.8,1.209,1.394,1.307,1.298,0.835
-153,422.67,1.219,1.406,1.321,1.302,0.848
-152,421.49,1.238,1.414,1.335,1.318,0.883
-151,420.26,1.259,1.419,1.343,1.334,0.942
-150,419,1.286,1.419,1.355,1.351,1.018
-149,417.69,1.311,1.426,1.364,1.357,1.098
-148,416.33,1.34,1.434,1.378,1.371,1.176
-147,414.94,1.368,1.444,1.39,1.377,1.259
-146,413.5,1.393,1.459,1.393,1.385,1.336
-145,412.02,1.414,1.459,1.403,1.395,1.398
-144,410.49,1.43,1.46,1.414,1.406,1.439
-143,408.92,1.441,1.462,1.415,1.412,1.474
-142,407.31,1.459,1.47,1.426,1.422,1.519
-141,405.66,1.485,1.473,1.439,1.435,1.594
-140,403.96,1.512,1.484,1.447,1.446,1.67
-139,402.22,1.537,1.491,1.457,1.461,1.736
-138,400.43,1.558,1.501,1.472,1.471,1.789
-137,398.61,1.57,1.506,1.475,1.477,1.821
-136,396.74,1.583,1.512,1.487,1.486,1.848
-135,394.83,1.59,1.519,1.502,1.489,1.849
-134,392.87,1.594,1.526,1.507,1.506,1.836
-133,390.88,1.592,1.535,1.514,1.52,1.8
-132,388.84,1.588,1.549,1.527,1.518,1.759
-131,386.76,1.588,1.557,1.546,1.538,1.71
-130,384.63,1.586,1.567,1.56,1.552,1.665
-129,382.47,1.58,1.579,1.568,1.557,1.616
-128,380.26,1.583,1.59,1.58,1.589,1.575
-127,378.01,1.58,1.595,1.595,1.598,1.529
-126,375.72,1.578,1.612,1.605,1.606,1.49
-125,373.39,1.576,1.623,1.608,1.626,1.446
-124,371.02,1.577,1.639,1.618,1.641,1.409
-123,368.61,1.582,1.641,1.636,1.644,1.407
-122,366.16,1.607,1.645,1.649,1.669,1.463
-121,363.66,1.642,1.678,1.659,1.67,1.562
-120,361.13,1.656,1.697,1.673,1.676,1.576
-119,358.56,1.679,1.694,1.69,1.706,1.625
-118,355.95,1.663,1.716,1.714,1.685,1.536
-117,353.3,1.683,1.753,1.739,1.73,1.511
-116,350.61,1.716,1.74,1.75,1.819,1.554
-115,347.89,1.737,1.765,1.764,1.79,1.627
-114,345.12,1.777,1.8,1.784,1.796,1.728
-113,342.32,1.801,1.808,1.797,1.84,1.759
-112,339.49,1.815,1.827,1.815,1.849,1.768
-111,336.61,1.817,1.859,1.828,1.865,1.717
-110,333.71,1.84,1.866,1.843,1.894,1.757
-109,330.76,1.873,1.876,1.868,1.939,1.81
-108,327.79,1.9,1.909,1.9,1.935,1.857
-107,324.77,1.936,1.921,1.947,1.972,1.903
-106,321.73,1.968,1.933,1.987,2.024,1.926
-105,318.65,1.993,1.991,2.055,2.023,1.902
-104,315.54,1.972,2.016,2.024,2.053,1.797
-103,312.4,1.986,2.023,2.008,2.1,1.815
-102,309.23,2.051,2.085,2.087,2.118,1.915
-101,306.03,2.114,2.109,2.152,2.138,2.058
-100,302.8,2.165,2.111,2.135,2.195,2.218
-99,299.54,2.214,2.152,2.173,2.207,2.322
-98,296.26,2.257,2.185,2.217,2.224,2.402
-97,292.95,2.292,2.229,2.266,2.259,2.414
-96,289.61,2.319,2.268,2.28,2.308,2.418
-95,286.24,2.356,2.302,2.315,2.336,2.47
-94,282.86,2.405,2.343,2.353,2.387,2.535
-93,279.45,2.45,2.38,2.377,2.422,2.622
-92,276.02,2.498,2.415,2.423,2.469,2.684
-91,272.57,2.538,2.458,2.471,2.499,2.723
-90,269.09,2.571,2.495,2.527,2.54,2.721
-89,265.6,2.595,2.54,2.569,2.577,2.693
-88,262.09,2.623,2.582,2.6,2.633,2.679
-87,258.57,2.657,2.636,2.636,2.681,2.677
-86,255.03,2.698,2.684,2.676,2.733,2.699
-85,251.47,2.752,2.737,2.729,2.79,2.752
-84,247.9,2.803,2.793,2.794,2.843,2.784
-83,244.32,2.852,2.836,2.849,2.905,2.819
-82,240.73,2.905,2.889,2.912,2.947,2.871
-81,237.12,2.961,2.947,2.962,2.996,2.941
-80,233.51,3.034,3.009,3.016,3.07,3.044
-79,229.9,3.103,3.07,3.084,3.126,3.131
-78,226.27,3.172,3.139,3.148,3.197,3.205
-77,222.65,3.238,3.2,3.215,3.269,3.268
-76,219.02,3.307,3.278,3.29,3.33,3.329
-75,215.38,3.383,3.348,3.364,3.412,3.41
-74,211.75,3.47,3.419,3.438,3.49,3.535
-73,208.12,3.559,3.491,3.505,3.566,3.672
-72,204.49,3.65,3.574,3.582,3.652,3.793
-71,200.86,3.728,3.655,3.666,3.734,3.856
-70,197.24,3.809,3.734,3.773,3.834,3.894
-69,193.62,3.896,3.832,3.872,3.932,3.947
-68,190.02,3.996,3.951,3.975,4.029,4.03
-67,186.42,4.1,4.053,4.067,4.134,4.145
-66,182.83,4.208,4.161,4.17,4.239,4.261
-65,179.26,4.313,4.257,4.274,4.343,4.377
-64,175.7,4.429,4.36,4.396,4.453,4.506
-63,172.16,4.553,4.479,4.518,4.578,4.635
-62,168.63,4.678,4.608,4.655,4.711,4.739
-61,165.12,4.796,4.736,4.783,4.849,4.817
-60,161.63,4.906,4.871,4.904,4.981,4.868
-59,158.16,5.019,5.004,5.029,5.101,4.942
-58,154.72,5.155,5.137,5.174,5.245,5.065
-57,151.3,5.312,5.277,5.343,5.407,5.221
-56,147.9,5.484,5.449,5.528,5.579,5.383
-55,144.53,5.645,5.62,5.697,5.739,5.522
-54,141.19,5.812,5.786,5.868,5.921,5.672
-53,137.89,5.982,5.962,6.047,6.093,5.826
-52,134.61,6.166,6.145,6.236,6.286,5.997
-51,131.37,6.371,6.354,6.454,6.475,6.202
-50,128.16,6.589,6.566,6.674,6.697,6.421
-49,124.99,6.816,6.773,6.891,6.926,6.674
-48,121.85,7.053,7.015,7.098,7.141,6.957
-47,118.76,7.302,7.242,7.347,7.388,7.23
-46,115.7,7.556,7.496,7.61,7.648,7.472
-45,112.69,7.81,7.784,7.875,7.905,7.676
-44,109.72,8.072,8.039,8.173,8.184,7.893
-43,106.8,8.357,8.334,8.479,8.491,8.123
-42,103.92,8.629,8.638,8.747,8.764,8.365
-41,101.09,8.921,8.935,9.075,9.084,8.591
-40,98.3,9.258,9.283,9.465,9.443,8.841
-39,95.57,9.587,9.645,9.801,9.79,9.11
-38,92.89,9.928,9.993,10.136,10.138,9.445
-37,90.26,10.312,10.354,10.523,10.525,9.846
-36,87.69,10.73,10.765,10.939,10.931,10.285
-35,85.17,11.153,11.16,11.338,11.332,10.781
-34,82.71,11.624,11.623,11.816,11.781,11.274
-33,80.31,12.082,12.071,12.248,12.232,11.778
-32,77.96,12.546,12.497,12.694,12.692,12.301
-31,75.67,13.074,13.009,13.239,13.194,12.855
-30,73.45,13.615,13.542,13.762,13.707,13.449
-29,71.29,14.152,14.054,14.291,14.215,14.046
-28,69.19,14.737,14.631,14.869,14.802,14.645
-27,67.15,15.296,15.192,15.396,15.375,15.221
-26,65.18,15.878,15.781,16.015,15.943,15.773
-25,63.28,16.527,16.426,16.695,16.629,16.359
-24,61.44,17.152,17.074,17.301,17.259,16.973
-23,59.67,17.81,17.724,17.98,17.951,17.584
-22,57.97,18.479,18.409,18.656,18.635,18.217
-21,56.34,19.182,19.102,19.393,19.353,18.878
-20,54.78,19.89,19.794,20.11,20.05,19.607
-19,53.29,20.627,20.529,20.836,20.818,20.327
-18,51.87,21.337,21.232,21.529,21.526,21.062
-17,50.53,22.107,21.983,22.311,22.307,21.827
-16,49.26,22.841,22.717,23.029,23.017,22.6
-15,48.06,23.633,23.506,23.827,23.827,23.372
-14,46.93,24.358,24.214,24.518,24.586,24.115
-13,45.89,25.101,24.975,25.276,25.33,24.824
-12,44.91,25.835,25.727,26.019,26.077,25.516
-11,44.02,26.596,26.489,26.796,26.897,26.201
-10,43.2,27.331,27.26,27.505,27.644,26.916
-9,42.45,28.084,28.035,28.259,28.44,27.603
-8,41.79,28.805,28.811,28.957,29.186,28.265
-7,41.2,29.618,29.668,29.784,30.007,29.013
-6,40.69,30.446,30.566,30.564,30.855,29.799
-5,40.26,31.318,31.497,31.355,31.757,30.662
-4,39.9,32.257,32.501,32.229,32.723,31.575
-3,39.63,33.281,33.632,33.186,33.772,32.535
-2,39.43,34.41,34.854,34.234,34.952,33.599
-1,39.31,35.655,36.216,35.383,36.251,34.773
0,39.27,37.02,37.689,36.632,37.666,36.092
1,39.31,38.518,39.307,38.016,39.225,37.525
2,39.43,40.153,41.048,39.556,40.937,39.072
3,39.63,41.892,42.886,41.184,42.759,40.737
4,39.9,43.716,44.815,42.892,44.647,42.511
5,40.26,45.594,46.77,44.668,46.599,44.338
6,40.69,47.518,48.776,46.503,48.585,46.208
7,41.2,49.421,50.756,48.316,50.552,48.061
8,41.79,51.303,52.726,50.094,52.486,49.907
9,42.45,53.144,54.628,51.86,54.366,51.722
10,43.2,54.891,56.431,53.553,56.145,53.433
11,44.02,56.518,58.101,55.135,57.828,55.011
12,44.91,58.017,59.612,56.63,59.379,56.448
13,45.89,59.348,60.957,57.978,60.733,57.724
14,46.93,60.491,62.038,59.165,61.963,58.8
15,48.06,61.404,62.927,60.139,62.876,59.673
16,49.26,62.115,63.554,60.927,63.653,60.326
17,50.53,62.576,63.967,61.468,64.099,60.769
18,51.87,62.782,64.1,61.777,64.293,60.958
19,53.29,62.767,64.026,61.881,64.252,60.91
20,54.78,62.504,63.71,61.728,63.953,60.626
21,56.34,62.037,63.098,61.378,63.455,60.216
22,57.97,61.376,62.364,60.822,62.715,59.603
23,59.67,60.52,61.366,60.096,61.81,58.808
24,61.44,59.522,60.27,59.201,60.725,57.891
25,63.28,58.371,59.039,58.122,59.51,56.811
26,65.18,57.089,57.632,56.971,58.133,55.62
27,67.15,55.726,56.229,55.695,56.658,54.321
28,69.19,54.329,54.72,54.36,55.216,53.019
29,71.29,52.863,53.198,52.954,53.644,51.655
30,73.45,51.359,51.659,51.508,52.036,50.234
31,75.67,49.874,50.08,50.074,50.485,48.856
32,77.96,48.386,48.569,48.586,48.921,47.466
33,80.31,46.881,47.001,47.128,47.327,46.066
34,82.71,45.415,45.489,45.694,45.777,44.699
35,85.17,43.962,44.015,44.24,44.258,43.336
36,87.69,42.525,42.527,42.839,42.75,41.986
37,90.26,41.135,41.141,41.462,41.32,40.618
38,92.89,39.758,39.744,40.098,39.898,39.291
39,95.57,38.43,38.405,38.789,38.544,37.984
40,98.3,37.142,37.126,37.511,37.24,36.689
41,101.09,35.895,35.861,36.271,35.966,35.481
42,103.92,34.698,34.665,35.072,34.743,34.315
43,106.8,33.542,33.495,33.902,33.575,33.198
44,109.72,32.444,32.371,32.777,32.459,32.169
45,112.69,31.38,31.316,31.688,31.367,31.151
46,115.7,30.369,30.274,30.659,30.334,30.21
47,118.76,29.389,29.287,29.654,29.317,29.298
48,121.85,28.446,28.352,28.697,28.359,28.378
49,124.99,27.539,27.423,27.772,27.437,27.524
50,128.16,26.672,26.576,26.88,26.572,26.662
51,131.37,25.825,25.737,26.037,25.71,25.814
52,134.61,25.023,24.949,25.237,24.908,24.999
53,137.89,24.238,24.198,24.467,24.115,24.172
54,141.19,23.486,23.462,23.726,23.366,23.391
55,144.53,22.765,22.771,23.018,22.653,22.617
56,147.9,22.074,22.123,22.332,21.973,21.867
57,151.3,21.413,21.468,21.692,21.318,21.174
58,154.72,20.781,20.867,21.066,20.692,20.501
59,158.16,20.187,20.28,20.468,20.095,19.905
60,161.63,19.622,19.71,19.907,19.509,19.36
61,165.12,19.08,19.168,19.357,18.961,18.835
62,168.63,18.578,18.645,18.831,18.458,18.377
63,172.16,18.099,18.14,18.343,17.947,17.966
64,175.7,17.639,17.662,17.852,17.459,17.582
65,179.26,17.197,17.174,17.383,17.001,17.229
66,182.83,16.781,16.731,16.938,16.564,16.893
67,186.42,16.384,16.306,16.515,16.135,16.582
68,190.02,16.001,15.89,16.101,15.728,16.284
69,193.62,15.621,15.48,15.701,15.344,15.96
70,197.24,15.25,15.112,15.318,14.956,15.614
71,200.86,14.884,14.738,14.942,14.6,15.256
72,204.49,14.537,14.382,14.599,14.258,14.91
73,208.12,14.2,14.047,14.268,13.919,14.568
74,211.75,13.873,13.736,13.948,13.597,14.213
75,215.38,13.548,13.415,13.639,13.276,13.862
76,219.02,13.25,13.125,13.344,12.985,13.545
77,222.65,12.961,12.847,13.049,12.692,13.254
78,226.27,12.683,12.567,12.765,12.408,12.991
79,229.9,12.422,12.311,12.485,12.145,12.749
80,233.51,12.17,12.058,12.218,11.887,12.515
81,237.12,11.929,11.809,11.974,11.633,12.299
82,240.73,11.691,11.571,11.737,11.394,12.061
83,244.32,11.458,11.343,11.513,11.164,11.81
84,247.9,11.23,11.124,11.284,10.954,11.558
85,251.47,11.003,10.91,11.073,10.737,11.291
86,255.03,10.782,10.706,10.872,10.525,11.024
87,258.57,10.556,10.5,10.663,10.326,10.734
88,262.09,10.343,10.303,10.474,10.148,10.448
89,265.6,10.141,10.119,10.287,9.965,10.193
90,269.09,9.953,9.938,10.111,9.795,9.97
91,272.57,9.779,9.766,9.942,9.628,9.781
92,276.02,9.605,9.6,9.772,9.457,9.591
93,279.45,9.444,9.438,9.611,9.302,9.426
94,282.86,9.287,9.284,9.462,9.152,9.249
95,286.24,9.133,9.13,9.314,9.009,9.079
96,289.61,8.988,8.993,9.177,8.874,8.907
97,292.95,8.835,8.858,9.036,8.729,8.718
98,296.26,8.681,8.715,8.911,8.599,8.498
99,299.54,8.532,8.589,8.79,8.468,8.281
100,302.8,8.402,8.464,8.669,8.341,8.135
101,306.03,8.298,8.347,8.561,8.224,8.06
102,309.23,8.189,8.231,8.442,8.109,7.972
103,312.4,8.078,8.119,8.336,7.992,7.865
104,315.54,7.978,8.007,8.225,7.882,7.795
105,318.65,7.896,7.899,8.114,7.777,7.794
106,321.73,7.822,7.797,8.011,7.675,7.803
107,324.77,7.745,7.702,7.916,7.58,7.784
108,327.79,7.669,7.609,7.818,7.481,7.767
109,330.76,7.597,7.509,7.725,7.386,7.768
110,333.71,7.521,7.411,7.633,7.29,7.751
111,336.61,7.444,7.317,7.545,7.206,7.709
112,339.49,7.373,7.228,7.465,7.126,7.671
113,342.32,7.303,7.144,7.386,7.052,7.629
114,345.12,7.225,7.058,7.306,6.969,7.569
115,347.89,7.137,6.975,7.218,6.893,7.463
116,350.61,7.055,6.895,7.146,6.815,7.364
117,353.3,6.979,6.822,7.07,6.743,7.282
118,355.95,6.908,6.747,6.999,6.673,7.212
119,358.56,6.835,6.678,6.931,6.6,7.13
120,361.13,6.761,6.61,6.857,6.533,7.043
121,363.66,6.69,6.536,6.796,6.466,6.964
122,366.16,6.627,6.472,6.728,6.398,6.911
123,368.61,6.567,6.407,6.666,6.335,6.858
124,371.02,6.511,6.339,6.605,6.282,6.819
125,373.39,6.459,6.283,6.548,6.215,6.793
126,375.72,6.414,6.227,6.483,6.158,6.789
127,378.01,6.367,6.168,6.418,6.102,6.781
128,380.26,6.322,6.109,6.363,6.045,6.769
129,382.47,6.28,6.057,6.314,6.001,6.748
130,384.63,6.24,6.011,6.265,5.956,6.727
131,386.76,6.19,5.958,6.215,5.898,6.691
132,388.84,6.131,5.903,6.154,5.847,6.617
133,390.88,6.066,5.849,6.1,5.797,6.518
134,392.87,5.998,5.802,6.046,5.743,6.4
135,394.83,5.926,5.749,5.996,5.693,6.267
136,396.74,5.852,5.692,5.937,5.649,6.13
137,398.61,5.779,5.631,5.887,5.594,6.003
138,400.43,5.706,5.575,5.838,5.539,5.873
139,402.22,5.631,5.522,5.782,5.483,5.736
140,403.96,5.556,5.473,5.732,5.43,5.59
141,405.66,5.491,5.422,5.674,5.384,5.484
142,407.31,5.44,5.366,5.621,5.333,5.438
143,408.92,5.391,5.308,5.569,5.279,5.408
144,410.49,5.34,5.247,5.513,5.216,5.384
145,412.02,5.291,5.189,5.451,5.167,5.355
146,413.5,5.251,5.134,5.389,5.116,5.364
147,414.94,5.219,5.089,5.335,5.063,5.389
148,416.33,5.176,5.031,5.272,5.007,5.393
149,417.69,5.124,4.97,5.209,4.95,5.367
150,419,5.065,4.909,5.148,4.884,5.318
151,420.26,5.005,4.853,5.091,4.827,5.249
152,421.49,4.94,4.792,5.035,4.768,5.165
153,422.67,4.865,4.732,4.977,4.698,5.052
154,423.8,4.792,4.667,4.914,4.637,4.951
155,424.9,4.723,4.604,4.855,4.574,4.859
156,425.95,4.654,4.54,4.791,4.511,4.775
157,426.96,4.587,4.479,4.722,4.451,4.697
158,427.92,4.528,4.413,4.659,4.39,4.65
159,428.84,4.477,4.343,4.592,4.323,4.65
160,429.72,4.419,4.27,4.524,4.253,4.629
