C.A.(DEG),VOL(CC),MEAN(B),CYL_1,CYL_2,CYL_3,CYL_4,,,,,
75,215.38,13.97,14.155,14.018,13.736,13.971,,,,,
76,219.02,13.664,13.845,13.714,13.429,13.667,,,,,
77,222.65,13.369,13.541,13.413,13.14,13.383,,,,,
78,226.27,13.086,13.264,13.129,12.849,13.102,,,,,
79,229.9,12.804,12.977,12.85,12.561,12.828,,,,,
80,233.51,12.529,12.698,12.575,12.296,12.547,,,,,
81,237.12,12.271,12.443,12.325,12.042,12.273,,,,,
82,240.73,12.02,12.193,12.088,11.799,12,,,,,
83,244.32,11.772,11.954,11.858,11.563,11.713,,,,,
84,247.9,11.534,11.726,11.628,11.33,11.449,,,,,
85,251.47,11.308,11.505,11.416,11.11,11.199,,,,,
86,255.03,11.089,11.289,11.204,10.895,10.968,,,,,
87,258.57,10.886,11.081,11.001,10.695,10.765,,,,,
88,262.09,10.699,10.885,10.802,10.503,10.605,,,,,
89,265.6,10.518,10.689,10.614,10.316,10.453,,,,,
90,269.09,10.349,10.492,10.433,10.134,10.335,,,,,
91,272.57,10.191,10.319,10.257,9.962,10.228,,,,,
92,276.02,10.034,10.151,10.093,9.787,10.106,,,,,
93,279.45,9.868,9.979,9.93,9.63,9.933,,,,,
94,282.86,9.7,9.825,9.773,9.48,9.723,,,,,
95,286.24,9.536,9.671,9.626,9.334,9.514,,,,,
96,289.61,9.371,9.517,9.479,9.186,9.301,,,,,
97,292.95,9.207,9.374,9.335,9.041,9.08,,,,,
98,296.26,9.042,9.231,9.204,8.906,8.828,,,,,
99,299.54,8.894,9.098,9.072,8.774,8.633,,,,,
100,302.8,8.775,8.963,8.949,8.643,8.544,,,,,
101,306.03,8.661,8.834,8.818,8.511,8.481,,,,,
102,309.23,8.544,8.711,8.7,8.391,8.372,,,,,
103,312.4,8.422,8.594,8.587,8.273,8.236,,,,,
104,315.54,8.307,8.479,8.479,8.162,8.109,,,,,
105,318.65,8.2,8.366,8.368,8.053,8.01,,,,,
106,321.73,8.085,8.251,8.257,7.947,7.887,,,,,
107,324.77,7.971,8.15,8.159,7.843,7.732,,,,,
108,327.79,7.858,8.045,8.067,7.745,7.574,,,,,
109,330.76,7.748,7.946,7.967,7.644,7.436,,,,,
110,333.71,7.644,7.843,7.874,7.551,7.306,,,,,
111,336.61,7.552,7.75,7.785,7.462,7.212,,,,,
112,339.49,7.475,7.661,7.703,7.374,7.161,,,,,
113,342.32,7.4,7.575,7.61,7.292,7.125,,,,,
114,345.12,7.321,7.483,7.518,7.212,7.074,,,,,
115,347.89,7.252,7.397,7.442,7.133,7.036,,,,,
116,350.61,7.183,7.311,7.367,7.053,7,,,,,
117,353.3,7.112,7.228,7.285,6.969,6.963,,,,,
118,355.95,7.042,7.15,7.208,6.89,6.922,,,,,
119,358.56,6.973,7.071,7.132,6.819,6.869,,,,,
120,361.13,6.9,6.998,7.059,6.749,6.794,,,,,
121,363.66,6.823,6.928,6.985,6.674,6.706,,,,,
122,366.16,6.755,6.854,6.913,6.612,6.64,,,,,
123,368.61,6.694,6.782,6.85,6.547,6.597,,,,,
124,371.02,6.63,6.71,6.787,6.481,6.542,,,,,
125,373.39,6.565,6.645,6.721,6.42,6.474,,,,,
126,375.72,6.502,6.586,6.65,6.361,6.411,,,,,
127,378.01,6.446,6.526,6.596,6.302,6.361,,,,,
128,380.26,6.391,6.463,6.541,6.243,6.318,,,,,
129,382.47,6.339,6.406,6.484,6.195,6.271,,,,,
130,384.63,6.287,6.35,6.428,6.145,6.225,,,,,
131,386.76,6.231,6.289,6.372,6.087,6.176,,,,,
132,388.84,6.175,6.233,6.319,6.03,6.12,,,,,
133,390.88,6.12,6.178,6.256,5.975,6.069,,,,,
134,392.87,6.071,6.128,6.197,5.92,6.039,,,,,
135,394.83,6.022,6.074,6.141,5.868,6.004,,,,,
136,396.74,5.975,6.014,6.091,5.815,5.978,,,,,
137,398.61,5.92,5.95,6.035,5.756,5.94,,,,,
138,400.43,5.864,5.896,5.982,5.7,5.878,,,,,
139,402.22,5.804,5.839,5.927,5.634,5.813,,,,,
140,403.96,5.755,5.781,5.875,5.58,5.786,,,,,
141,405.66,5.701,5.722,5.817,5.527,5.736,,,,,
142,407.31,5.635,5.66,5.761,5.466,5.653,,,,,
143,408.92,5.569,5.591,5.703,5.405,5.576,,,,,
144,410.49,5.507,5.529,5.642,5.347,5.511,,,,,
145,412.02,5.447,5.468,5.575,5.288,5.456,,,,,
146,413.5,5.383,5.404,5.51,5.229,5.387,,,,,
147,414.94,5.318,5.337,5.448,5.166,5.323,,,,,
148,416.33,5.256,5.271,5.384,5.1,5.267,,,,,
149,417.69,5.191,5.203,5.319,5.037,5.203,,,,,
150,419,5.128,5.139,5.258,4.971,5.144,,,,,
151,420.26,5.063,5.07,5.196,4.898,5.088,,,,,
152,421.49,4.998,4.999,5.129,4.832,5.031,,,,,
153,422.67,4.934,4.932,5.062,4.767,4.976,,,,,
154,423.8,4.868,4.859,4.993,4.703,4.918,,,,,
155,424.9,4.802,4.787,4.929,4.635,4.858,,,,,
156,425.95,4.737,4.711,4.86,4.562,4.814,,,,,
157,426.96,4.669,4.634,4.788,4.49,4.764,,,,,
158,427.92,4.596,4.555,4.713,4.418,4.696,,,,,
159,428.84,4.519,4.482,4.64,4.347,4.608,,,,,
160,429.72,4.444,4.406,4.568,4.272,4.531,,,,,
161,430.55,4.374,4.329,4.498,4.194,4.474,,,,,
162,431.35,4.308,4.249,4.419,4.121,4.441,,,,,
163,432.1,4.245,4.172,4.345,4.047,4.415,,,,,
164,432.8,4.176,4.094,4.27,3.968,4.373,,,,,
165,433.47,4.105,4.016,4.186,3.885,4.333,,,,,
166,434.09,4.034,3.933,4.113,3.805,4.286,,,,,
167,434.66,3.961,3.848,4.039,3.725,4.23,,,,,
168,435.2,3.886,3.766,3.961,3.65,4.167,,,,,
169,435.69,3.814,3.696,3.887,3.574,4.098,,,,,
170,436.14,3.743,3.628,3.815,3.501,4.028,,,,,
171,436.54,3.671,3.552,3.744,3.435,3.953,,,,,
172,436.91,3.602,3.483,3.674,3.366,3.885,,,,,
173,437.23,3.532,3.411,3.604,3.297,3.815,,,,,
174,437.51,3.464,3.344,3.533,3.23,3.749,,,,,
175,437.74,3.401,3.275,3.468,3.167,3.694,,,,,
176,437.93,3.34,3.214,3.403,3.105,3.636,,,,,
177,438.08,3.286,3.161,3.343,3.047,3.595,,,,,
178,438.19,3.239,3.104,3.287,2.99,3.575,,,,,
179,438.25,3.191,3.044,3.232,2.935,3.553,,,,,
180,438.28,3.137,2.985,3.176,2.879,3.506,,,,,
181,438.25,3.082,2.931,3.125,2.825,3.447,,,,,
182,438.19,3.02,2.867,3.068,2.771,3.374,,,,,
183,438.08,2.96,2.814,3.007,2.722,3.297,,,,,
184,437.93,2.906,2.766,2.955,2.679,3.225,,,,,
185,437.74,2.86,2.722,2.907,2.64,3.172,,,,,
186,437.51,2.812,2.679,2.864,2.597,3.105,,,,,
187,437.23,2.757,2.629,2.824,2.555,3.02,,,,,
188,436.91,2.701,2.576,2.773,2.514,2.941,,,,,
189,436.54,2.65,2.528,2.721,2.479,2.873,,,,,
190,436.14,2.604,2.489,2.675,2.44,2.812,,,,,
191,435.69,2.559,2.444,2.632,2.397,2.76,,,,,
192,435.2,2.521,2.409,2.585,2.361,2.728,,,,,
193,434.66,2.499,2.379,2.547,2.329,2.741,,,,,
194,434.09,2.477,2.343,2.501,2.297,2.768,,,,,
195,433.47,2.449,2.305,2.462,2.263,2.766,,,,,
196,432.8,2.413,2.269,2.429,2.233,2.722,,,,,
197,432.1,2.367,2.232,2.391,2.196,2.648,,,,,
198,431.35,2.31,2.195,2.347,2.16,2.541,,,,,
199,430.55,2.245,2.16,2.309,2.128,2.385,,,,,
200,429.72,2.174,2.127,2.273,2.099,2.198,,,,,
201,428.84,2.111,2.106,2.24,2.07,2.029,,,,,
202,427.92,2.05,2.078,2.209,2.038,1.876,,,,,
203,426.96,1.99,2.042,2.178,2.002,1.737,,,,,
204,425.95,1.941,2.008,2.139,1.974,1.643,,,,,
205,424.9,1.909,1.977,2.1,1.948,1.613,,,,,
206,423.8,1.898,1.951,2.069,1.918,1.653,,,,,
207,422.67,1.899,1.926,2.042,1.886,1.74,,,,,
208,421.49,1.909,1.902,2.015,1.856,1.863,,,,,
209,420.26,1.932,1.88,1.982,1.83,2.034,,,,,
210,419,1.959,1.857,1.953,1.806,2.221,,,,,
211,417.69,1.979,1.835,1.93,1.781,2.372,,,,,
212,416.33,1.978,1.808,1.907,1.755,2.444,,,,,
213,414.94,1.972,1.786,1.882,1.727,2.491,,,,,
214,413.5,1.958,1.76,1.856,1.699,2.517,,,,,
215,412.02,1.933,1.738,1.83,1.677,2.488,,,,,
216,410.49,1.898,1.718,1.805,1.653,2.415,,,,,
217,408.92,1.862,1.701,1.779,1.633,2.336,,,,,
218,407.31,1.821,1.679,1.761,1.603,2.239,,,,,
219,405.66,1.771,1.653,1.737,1.58,2.112,,,,,
220,403.96,1.724,1.632,1.714,1.557,1.994,,,,,
221,402.22,1.691,1.615,1.696,1.541,1.913,,,,,
222,400.43,1.659,1.599,1.678,1.519,1.84,,,,,
223,398.61,1.628,1.578,1.658,1.495,1.779,,,,,
224,396.74,1.602,1.555,1.641,1.477,1.734,,,,,
225,394.83,1.579,1.537,1.621,1.46,1.699,,,,,
226,392.87,1.559,1.521,1.607,1.449,1.66,,,,,
227,390.88,1.543,1.512,1.593,1.433,1.634,,,,,
228,388.84,1.53,1.494,1.576,1.411,1.64,,,,,
229,386.76,1.523,1.473,1.557,1.394,1.667,,,,,
230,384.63,1.516,1.458,1.54,1.377,1.688,,,,,
231,382.47,1.509,1.444,1.528,1.365,1.697,,,,,
232,380.26,1.506,1.433,1.519,1.358,1.714,,,,,
233,378.01,1.507,1.414,1.509,1.348,1.759,,,,,
234,375.72,1.509,1.404,1.496,1.332,1.803,,,,,
235,373.39,1.508,1.397,1.481,1.32,1.833,,,,,
236,371.02,1.51,1.393,1.468,1.311,1.867,,,,,
237,368.61,1.51,1.385,1.457,1.3,1.898,,,,,
238,366.16,1.497,1.368,1.446,1.288,1.886,,,,,
239,363.66,1.483,1.361,1.44,1.279,1.852,,,,,
240,361.13,1.466,1.351,1.431,1.279,1.803,,,,,
241,358.56,1.449,1.349,1.419,1.277,1.75,,,,,
242,355.95,1.432,1.35,1.416,1.272,1.691,,,,,
243,353.3,1.419,1.345,1.408,1.263,1.658,,,,,
244,350.61,1.408,1.34,1.408,1.255,1.631,,,,,
245,347.89,1.389,1.325,1.405,1.248,1.578,,,,,
246,345.12,1.376,1.321,1.403,1.249,1.529,,,,,
247,342.32,1.371,1.321,1.393,1.252,1.516,,,,,
248,339.49,1.368,1.323,1.389,1.248,1.513,,,,,
249,336.61,1.367,1.325,1.387,1.245,1.509,,,,,
250,333.71,1.364,1.319,1.389,1.242,1.507,,,,,
251,330.76,1.367,1.318,1.394,1.246,1.509,,,,,
252,327.79,1.372,1.317,1.401,1.249,1.524,,,,,
253,324.77,1.376,1.318,1.4,1.248,1.54,,,,,
254,321.73,1.376,1.316,1.395,1.254,1.538,,,,,
255,318.65,1.371,1.315,1.394,1.248,1.527,,,,,
256,315.54,1.371,1.321,1.402,1.248,1.514,,,,,
257,312.4,1.368,1.322,1.413,1.251,1.486,,,,,
258,309.23,1.362,1.322,1.421,1.251,1.456,,,,,
259,306.03,1.356,1.316,1.419,1.254,1.436,,,,,
260,302.8,1.355,1.317,1.419,1.255,1.428,,,,,
261,299.54,1.353,1.322,1.414,1.255,1.422,,,,,
262,296.26,1.361,1.33,1.424,1.258,1.433,,,,,
263,292.94,1.376,1.333,1.435,1.273,1.464,,,,,
264,289.61,1.391,1.332,1.447,1.272,1.512,,,,,
265,286.24,1.404,1.332,1.453,1.266,1.567,,,,,
266,282.86,1.42,1.334,1.451,1.269,1.624,,,,,
267,279.45,1.438,1.34,1.456,1.278,1.678,,,,,
268,276.02,1.452,1.344,1.456,1.292,1.715,,,,,
269,272.56,1.46,1.346,1.467,1.289,1.738,,,,,
270,269.09,1.464,1.346,1.475,1.29,1.743,,,,,
271,265.6,1.467,1.349,1.484,1.3,1.735,,,,,
272,262.09,1.468,1.351,1.488,1.319,1.716,,,,,
273,258.57,1.462,1.357,1.493,1.317,1.681,,,,,
274,255.03,1.451,1.364,1.496,1.314,1.631,,,,,
275,251.47,1.436,1.363,1.498,1.316,1.568,,,,,
276,247.9,1.426,1.366,1.499,1.326,1.513,,,,,
277,244.32,1.427,1.373,1.506,1.342,1.489,,,,,
278,240.73,1.432,1.375,1.513,1.347,1.493,,,,,
279,237.12,1.444,1.381,1.524,1.348,1.522,,,,,
280,233.51,1.46,1.379,1.532,1.353,1.577,,,,,
281,229.9,1.478,1.381,1.538,1.362,1.632,,,,,
282,226.27,1.495,1.39,1.544,1.373,1.674,,,,,
283,222.65,1.504,1.394,1.549,1.38,1.694,,,,,
284,219.01,1.509,1.396,1.561,1.385,1.696,,,,,
285,215.38,1.513,1.398,1.574,1.383,1.699,,,,,
286,211.75,1.518,1.399,1.576,1.382,1.713,,,,,
287,208.12,1.524,1.4,1.577,1.393,1.725,,,,,
288,204.49,1.533,1.406,1.583,1.403,1.738,,,,,
289,200.86,1.542,1.408,1.592,1.408,1.761,,,,,
290,197.24,1.553,1.412,1.598,1.409,1.791,,,,,
291,193.62,1.564,1.412,1.599,1.414,1.831,,,,,
292,190.02,1.567,1.41,1.603,1.418,1.835,,,,,
293,186.42,1.565,1.407,1.611,1.428,1.816,,,,,
294,182.83,1.567,1.41,1.612,1.428,1.817,,,,,
295,179.26,1.572,1.41,1.613,1.425,1.842,,,,,
296,175.7,1.566,1.411,1.61,1.428,1.813,,,,,
297,172.16,1.545,1.407,1.611,1.428,1.734,,,,,
298,168.63,1.541,1.407,1.612,1.432,1.711,,,,,
299,165.12,1.544,1.407,1.603,1.43,1.734,,,,,
300,161.63,1.53,1.405,1.6,1.426,1.69,,,,,
301,158.16,1.508,1.403,1.598,1.425,1.605,,,,,
302,154.72,1.504,1.401,1.597,1.422,1.597,,,,,
303,151.3,1.515,1.401,1.592,1.42,1.648,,,,,
304,147.9,1.501,1.395,1.572,1.42,1.616,,,,,
305,144.53,1.487,1.388,1.574,1.411,1.574,,,,,
306,141.19,1.496,1.383,1.58,1.405,1.616,,,,,
307,137.89,1.509,1.374,1.573,1.4,1.689,,,,,
308,134.61,1.5,1.369,1.56,1.399,1.673,,,,,
309,131.37,1.481,1.367,1.546,1.393,1.617,,,,,
310,128.16,1.47,1.364,1.544,1.386,1.585,,,,,
311,124.99,1.45,1.353,1.526,1.38,1.543,,,,,
312,121.85,1.419,1.347,1.512,1.368,1.45,,,,,
313,118.76,1.393,1.339,1.504,1.357,1.371,,,,,
314,115.7,1.376,1.327,1.495,1.347,1.335,,,,,
315,112.69,1.359,1.322,1.476,1.34,1.299,,,,,
316,109.72,1.339,1.311,1.46,1.325,1.26,,,,,
317,106.8,1.326,1.304,1.454,1.309,1.235,,,,,
318,103.92,1.314,1.288,1.443,1.288,1.235,,,,,
319,101.09,1.3,1.274,1.429,1.274,1.223,,,,,
320,98.3,1.284,1.261,1.414,1.27,1.191,,,,,
321,95.57,1.267,1.248,1.399,1.244,1.176,,,,,
322,92.89,1.257,1.235,1.381,1.218,1.192,,,,,
323,90.26,1.249,1.222,1.364,1.208,1.202,,,,,
324,87.69,1.24,1.21,1.349,1.2,1.199,,,,,
325,85.17,1.234,1.194,1.332,1.184,1.225,,,,,
326,82.71,1.232,1.171,1.312,1.166,1.28,,,,,
327,80.31,1.228,1.161,1.293,1.143,1.316,,,,,
328,77.96,1.223,1.152,1.276,1.126,1.338,,,,,
329,75.67,1.219,1.133,1.257,1.112,1.374,,,,,
330,73.45,1.213,1.117,1.237,1.101,1.398,,,,,
331,71.29,1.2,1.103,1.222,1.087,1.387,,,,,
332,69.19,1.183,1.086,1.204,1.074,1.366,,,,,
333,67.15,1.169,1.071,1.186,1.064,1.357,,,,,
334,65.18,1.153,1.055,1.17,1.057,1.33,,,,,
335,63.28,1.133,1.045,1.154,1.041,1.293,,,,,
336,61.44,1.118,1.033,1.142,1.026,1.273,,,,,
337,59.67,1.109,1.021,1.118,1.014,1.282,,,,,
338,57.97,1.101,1.006,1.101,1.004,1.294,,,,,
339,56.34,1.094,0.993,1.09,0.994,1.301,,,,,
340,54.78,1.091,0.983,1.075,0.985,1.322,,,,,
341,53.29,1.092,0.974,1.065,0.974,1.356,,,,,
342,51.87,1.094,0.967,1.057,0.964,1.386,,,,,
343,50.53,1.086,0.961,1.044,0.956,1.382,,,,,
344,49.26,1.077,0.958,1.033,0.952,1.365,,,,,
345,48.06,1.065,0.951,1.023,0.947,1.34,,,,,
346,46.93,1.05,0.943,1.01,0.941,1.309,,,,,
347,45.89,1.035,0.938,1.002,0.93,1.272,,,,,
348,44.91,1.029,0.933,0.996,0.929,1.257,,,,,
349,44.02,1.023,0.919,0.995,0.928,1.25,,,,,
350,43.2,1.014,0.911,0.994,0.926,1.223,,,,,
351,42.45,1.004,0.916,0.987,0.919,1.193,,,,,
352,41.79,1.002,0.911,0.984,0.916,1.197,,,,,
353,41.2,1.003,0.902,0.985,0.915,1.21,,,,,
354,40.69,0.998,0.902,0.984,0.911,1.193,,,,,
355,40.26,0.988,0.9,0.98,0.91,1.161,,,,,
356,39.9,0.985,0.896,0.975,0.907,1.162,,,,,
357,39.63,0.997,0.891,0.968,0.906,1.222,,,,,
358,39.43,1.006,0.885,0.96,0.898,1.279,,,,,
359,39.31,1.005,0.88,0.954,0.892,1.293,,,,,
